hello
demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
71,83,464,195.7,205.9,10,0,0,-1,38498,5,51,51
71001,83,464,51,51,10,0,0,-1,38498,3,51,51
71002,83,464,51,51,10,0,0,-1,38498,5,51,51
7,344,457,62.2,63.6,10,0,0,-1,18000,3,65,51
7001,344,457,54.5,61.5,10,0,0,-1,18000,3,65,51
7002,344,457,68.5,75.5,10,0,0,-1,18000,5,65,51
4,354,457,104.2,105.6,10,0,0,-1,51330,3,107,93
4001,354,457,96.5,103.5,10,0,0,-1,51330,3,107,93
4002,354,457,110.5,117.5,10,0,0,-1,51330,5,107,93
17,241,456,167.6,175.2,10,0,0,-1,24666,5,65,38
17001,241,456,44.75,58.25,10,0,0,-1,24666,3,65,38
17002,241,456,71.75,85.25,10,0,0,-1,24666,5,65,38
3,426,457,50.2,51.6,10,0,0,-1,18000,3,53,39
3001,426,457,42.5,49.5,10,0,0,-1,18000,3,53,39
3002,426,457,56.5,63.5,10,0,0,-1,18000,5,53,39
95,274,464,180.9,190.3,10,0,0,-1,25666,5,54,47
95001,274,464,48.75,52.25,10,0,0,-1,25666,3,54,47
95002,274,464,55.75,59.25,10,0,0,-1,25666,5,54,47
78,299,454,171.8,180.6,10,0,0,-1,20000,5,60,44
78001,299,454,48,56,10,0,0,-1,20000,3,60,44
78002,299,454,64,72,10,0,0,-1,20000,5,60,44
2,189,462,70.8,73.9,10,0,0,-1,25666,5,62,46
2001,189,462,50,58,10,0,0,-1,25666,3,62,46
2002,189,462,66,74,10,0,0,-1,25666,5,62,46
123,203,464,154.6,162.2,10,0,0,-1,19500,5,45,38
123001,203,464,39.75,43.25,10,0,0,-1,19500,3,45,38
123002,203,464,46.75,50.25,10,0,0,-1,19500,5,45,38
103,310,460,180.9,190.3,10,0,0,-1,18500,5,54,47
103001,310,460,48.75,52.25,10,0,0,-1,18500,3,54,47
103002,310,460,55.75,59.25,10,0,0,-1,18500,5,54,47
37,240,455,203.1,213.7,10,0,0,-1,32332,5,60,53
37001,240,455,54.75,58.25,10,0,0,-1,32332,3,60,53
37002,240,455,61.75,65.25,10,0,0,-1,32332,5,60,53
66,426,457,158.3,166.1,10,0,0,-1,19000,5,53,39
66001,426,457,42.5,49.5,10,0,0,-1,19000,3,53,39
66002,426,457,56.5,63.5,10,0,0,-1,19000,5,53,39
32,257,458,177.2,186.4,10,0,0,-1,46164,5,47,46
32001,257,458,46.25,46.75,10,0,0,-1,46164,3,47,46
32002,257,458,47.25,47.75,10,0,0,-1,46164,5,47,46
69,228,464,166.1,174.7,10,0,0,-1,26166,5,50,43
69001,228,464,44.75,48.25,10,0,0,-1,26166,3,50,43
69002,228,464,51.75,55.25,10,0,0,-1,26166,5,50,43
49,232,464,217.9,229.3,10,0,0,-1,32832,5,57,57
49001,232,464,57,57,10,0,0,-1,32832,3,57,57
49002,232,464,57,57,10,0,0,-1,32832,5,57,57
6,327,466,113.6,116.3,10,0,0,-1,59662,3,117,92
6001,327,466,98.25,110.75,10,0,0,-1,59662,3,117,92
6002,327,466,123.25,135.75,10,0,0,-1,59662,5,117,92
96,219,466,173.8,182.6,10,0,0,-1,27166,5,46,44
96001,219,466,44.5,45.5,10,0,0,-1,27166,3,46,44
96002,219,466,46.5,47.5,10,0,0,-1,27166,5,46,44
40,270,458,198.4,208.8,10,0,0,-1,33832,5,52,52
40001,270,458,52,52,10,0,0,-1,33832,3,52,52
40002,270,458,52,52,10,0,0,-1,33832,5,52,52
94,112,461,214.2,225.4,10,0,0,-1,40998,5,87,56
94001,112,461,63.75,79.25,10,0,0,-1,40998,3,87,56
94002,112,461,94.75,110.25,10,0,0,-1,40998,5,87,56
5,432,457,111.2,112.6,10,0,0,-1,57996,3,114,100
