demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,895,744,138.4,148.6,10,0,0,-1,138
1,728,1874,140.267,147.733,10,0,0,-1,210
2,1963,837,133.4,150.6,10,0,0,-1,116
3,280,575,146.8,160.2,10,0,0,-1,94
4,194,1062,153.067,167.933,10,0,0,-1,146
5,12,1953,176.533,194.467,10,0,0,-1,112
6,1507,1160,157.133,171.867,10,0,0,-1,124
7,1727,1925,136.467,146.533,10,0,0,-1,93
8,951,495,133.667,147.333,10,0,0,-1,170
9,496,1637,163.6,180.4,10,0,0,-1,84
