hello
demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
18,1676,2063,105.6,108.3,10,0,0,-1,25166,5,96,84
18001,1676,2063,87,93,10,0,0,-1,25166,3,96,84
18002,1676,2063,99,105,10,0,0,-1,25166,5,96,84
10,1079,2000,111.2,114.1,10,0,0,-1,25166,5,109,88
10001,1079,2000,93.25,103.75,10,0,0,-1,25166,3,109,88
10002,1079,2000,114.25,124.75,10,0,0,-1,25166,5,109,88
25,1193,2003,117.4,119.7,10,0,0,-1,55496,3,122,99
25001,1193,2003,104.75,116.25,10,0,0,-1,55496,3,122,99
25002,1193,2003,127.75,139.25,10,0,0,-1,55496,5,122,99
16,1862,2023,70.4,72.7,10,0,0,-1,16500,3,75,52
16001,1862,2023,57.75,69.25,10,0,0,-1,16500,3,75,52
16002,1862,2023,80.75,92.25,10,0,0,-1,16500,5,75,52
28,649,2000,141.8,144.9,10,0,0,-1,49330,5,140,117
28001,649,2000,122.75,134.25,10,0,0,-1,49330,3,140,117
28002,649,2000,145.75,157.25,10,0,0,-1,49330,5,140,117
8,1944,2023,145.8,148.4,10,0,0,-1,52330,3,151,125
8001,1944,2023,131.5,144.5,10,0,0,-1,52330,3,151,125
8002,1944,2023,157.5,170.5,10,0,0,-1,52330,5,151,125
24,698,2035,83.4,84.7,10,0,0,-1,17500,3,86,73
24001,698,2035,76.25,82.75,10,0,0,-1,17500,3,86,73
24002,698,2035,89.25,95.75,10,0,0,-1,17500,5,86,73
51,1667,2021,117.6,123.2,10,0,0,-1,20666,5,42,28
51001,1667,2021,31.5,38.5,10,0,0,-1,20666,3,42,28
51002,1667,2021,45.5,52.5,10,0,0,-1,20666,5,42,28
23,1820,2023,95.4,97.7,10,0,0,-1,29832,3,100,77
23001,1820,2023,82.75,94.25,10,0,0,-1,29832,3,100,77
23002,1820,2023,105.75,117.25,10,0,0,-1,29832,5,100,77
3,680,356,168.8,169.9,10,0,0,-1,99992,3,171,160
3001,680,356,162.75,168.25,10,0,0,-1,99992,3,171,160
3002,680,356,173.75,179.25,10,0,0,-1,99992,5,171,160
14,934,2019,131.2,132.1,10,0,0,-1,47664,3,134,124
14001,934,2019,126.5,131.5,10,0,0,-1,47664,3,134,124
14002,934,2019,136.5,141.5,10,0,0,-1,47664,5,134,124
19,1170,2016,99,101,10,0,0,-1,41664,3,103,83
19001,1170,2016,88,98,10,0,0,-1,41664,3,103,83
19002,1170,2016,108,118,10,0,0,-1,41664,5,103,83
119,698,2075,152.3,160.1,10,0,0,-1,15500,5,45,39
119001,698,2075,40.5,43.5,10,0,0,-1,15500,3,45,39
119002,698,2075,46.5,49.5,10,0,0,-1,15500,5,45,39
7,801,2003,79,80,10,0,0,-1,18000,3,81,71
7001,801,2003,73.5,78.5,10,0,0,-1,18000,3,81,71
7002,801,2003,83.5,88.5,10,0,0,-1,18000,5,81,71
26,1800,2031,49.8,50.9,10,0,0,-1,20666,3,52,41
26001,1800,2031,43.75,49.25,10,0,0,-1,20666,3,52,41
26002,1800,2031,54.75,60.25,10,0,0,-1,20666,5,52,41
21,1499,2055,94,95.5,10,0,0,-1,18000,5,83,82
21001,1499,2055,82.25,82.75,10,0,0,-1,18000,3,83,82
21002,1499,2055,83.25,83.75,10,0,0,-1,18000,5,83,82
1,815,278,67,68,10,0,0,-1,20500,3,69,59
1001,815,278,61.5,66.5,10,0,0,-1,20500,3,69,59
1002,815,278,71.5,76.5,10,0,0,-1,20500,5,69,59
5,1643,2055,129,130.5,10,0,0,-1,33832,5,118,117
5001,1643,2055,117.25,117.75,10,0,0,-1,33832,3,118,117
5002,1643,2055,118.25,118.75,10,0,0,-1,33832,5,118,117
113,644,2068,149.1,155.7,10,0,0,-1,12500,5,60,33
113001,644,2068,39.75,53.25,10,0,0,-1,12500,3,60,33
113002,644,2068,66.75,80.25,10,0,0,-1,12500,5,60,33
13,1944,2012,119.4,121.7,10,0,0,-1,50496,3,124,101
13001,1944,2012,106.75,118.25,10,0,0,-1,50496,3,124,101
13002,1944,2012,129.75,141.25,10,0,0,-1,50496,5,124,101
12,1631,2001,108.4,109.7,10,0,0,-1,30332,3,111,98
12001,1631,2001,101.25,107.75,10,0,0,-1,30332,3,111,98
12002,1631,2001,114.25,120.75,10,0,0,-1,30332,5,111,98
9,70,2032,143,144.5,10,0,0,-1,53330,3,146,131
9001,70,2032,134.75,142.25,10,0,0,-1,53330,3,146,131
9002,70,2032,149.75,157.25,10,0,0,-1,53330,5,146,131
2,1669,1866,129,130.5,10,0,0,-1,57996,5,118,117
2001,1669,1866,117.25,117.75,10,0,0,-1,57996,3,118,117
2002,1669,1866,118.25,118.75,10,0,0,-1,57996,5,118,117
56,816,2046,166,174,10,0,0,-1,17000,5,58,40
56001,816,2046,44.5,53.5,10,0,0,-1,17000,3,58,40
56002,816,2046,62.5,71.5,10,0,0,-1,17000,5,58,40
61,1316,2041,183.7,191.9,10,0,0,-1,17000,5,69,41
61001,1316,2041,48,62,10,0,0,-1,17000,3,69,41
61002,1316,2041,76,90,10,0,0,-1,17000,5,69,41
87,1640,2022,148.9,156.3,10,0,0,-1,15000,5,64,37
87001,1640,2022,43.75,57.25,10,0,0,-1,15000,3,64,37
87002,1640,2022,70.75,84.25,10,0,0,-1,15000,5,64,37
69,719,2022,184.9,194.3,10,0,0,-1,25666,5,58,47
69001,719,2022,49.75,55.25,10,0,0,-1,25666,3,58,47
69002,719,2022,60.75,66.25,10,0,0,-1,25666,5,58,47
78,537,2043,156,162,10,0,0,-1,22666,5,30,30
78001,537,2043,30,30,10,0,0,-1,22666,3,30,30
78002,537,2043,30,30,10,0,0,-1,22666,5,30,30
