demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,3117,2359,0,180.0,0,1,1,2,37,-1,149,72,1,32559,1,8981
1,7330,3389,0,145.0,0,1,1,2,148,-1,545,58,1,30940,1,9082
2,194,4779,0,115.0,0,1,1,2,116,-1,522,46,1,30707,1,9056
3,4639,6328,0,95.0,0,1,1,2,193,-1,672,38,1,30482,1,8660
4,6626,6969,0,127.5,0,1,1,2,147,-1,753,51,1,30499,1,9238
5,6681,2778,0,130.0,0,1,1,2,127,-1,358,52,1,30356,1,8788
6,4597,6751,0,70.0,0,1,1,2,185,-1,105,28,1,30168,1,8530
7,6629,5343,0,127.5,0,1,1,2,109,-1,726,51,1,30190,1,9473
8,6876,3357,0,167.5,0,1,1,2,132,-1,282,67,1,30240,1,8778
9,2215,6700,0,150.0,0,1,1,2,67,-1,403,60,1,30316,1,8628
10,2041,1365,0,147.5,0,1,1,2,128,-1,515,59,1,32071,1,10297
11,408,7312,0,202.5,0,1,1,2,114,-1,509,81,1,33268,1,10128
12,5733,3910,0,150.0,0,1,1,2,154,-1,357,60,1,34195,1,9101
13,7349,5202,0,120.0,0,1,1,2,95,-1,452,48,1,32742,1,8659
14,2621,3031,0,167.5,0,1,1,2,98,-1,530,67,1,34150,1,9539
15,591,2816,0,152.5,0,1,1,2,112,-1,582,61,1,32674,1,9139
16,4162,5230,0,147.5,0,1,1,2,127,-1,313,59,1,33271,1,10660
17,1144,7140,0,200.0,0,1,1,2,107,-1,390,80,1,34277,1,10069
18,552,7825,0,172.5,0,1,1,2,125,-1,505,69,1,32835,1,9344
19,1918,3,0,145.0,0,1,1,2,84,-1,497,58,1,32534,1,9294
20,4048,6515,0,115.0,0,1,1,2,155,-1,363,46,1,32059,1,9863
21,6754,7029,0,152.5,0,1,1,2,144,-1,632,61,1,31704,1,8772
22,211,5630,0,190.0,0,1,1,2,22,-1,178,76,1,31317,1,8992
23,2386,2426,0,237.5,0,1,1,2,146,-1,611,95,1,31518,1,9196
24,682,779,0,175.0,0,1,1,2,74,-1,301,70,1,31296,1,9536
25,143,1090,0,170.0,0,1,1,2,103,-1,431,68,1,31314,1,8831
26,91,3187,0,110.0,0,1,1,2,69,-1,335,44,1,31531,1,9498
27,7038,2176,0,150.0,0,1,1,2,97,-1,430,60,1,31499,1,9277
