demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
6,273,469,144.6,145.8,10,1,0,0,55996
117,216,456,236.7,248.9,10,1,0,0,32500
182,104,472,202.7,212.9,10,1,0,0,20000
113,316,470,210.5,221.5,10,1,0,0,21000
48,60,461,196.0,206.0,10,1,0,0,25500
83,262,456,281.1,295.7,10,1,0,0,56998
145,4,458,258.9,272.3,10,1,0,0,43498
62,301,463,203.0,213.0,10,1,0,0,39998
44,65,458,258.9,272.3,10,1,0,0,45998
76,104,475,221.2,232.4,10,1,0,0,25000
166,169,474,224.9,236.3,10,1,0,0,25000
169,255,456,321.8,338.6,10,1,0,0,62998
133,106,468,252.0,264.0,10,1,0,0,32666
119,242,459,244.1,256.7,10,1,0,0,38166
170,242,459,244.1,256.7,10,1,0,0,38166
66,37,468,257.2,270.4,10,1,0,0,28500
74,58,459,244.1,256.7,10,1,0,0,44832
157,438,470,262.3,276.1,10,1,0,0,34666
63,108,462,284.5,299.5,10,1,0,0,45998
185,172,466,243.3,255.1,10,1,0,0,40832
81,89,466,247.0,259.0,10,1,0,0,47498
167,88,466,250.7,262.9,10,1,0,0,54164
85,340,470,268.7,282.9,10,1,0,0,33166
165,4,471,296.4,310.8,10,1,0,0,49998
94,438,471,267.9,281.3,10,1,0,0,34666
132,406,458,280.7,294.9,10,1,0,0,45998
98,159,471,270.5,283.5,10,1,0,0,39166
84,181,464,255.2,268.4,10,1,0,0,28500
33,181,475,229.3,241.1,10,1,0,0,25500
31,173,458,286.5,301.5,10,1,0,0,52498
75,191,469,285.1,299.7,10,1,0,0,43332
96,216,475,281.1,295.7,10,1,0,0,35500
35,86,460,268.3,282.1,10,1,0,0,59664
142,123,458,299.6,315.2,10,1,0,0,57498
108,113,458,308.7,324.9,10,1,0,0,55998
71,6,457,344.0,362.0,10,1,0,0,65330
93,160,470,295.6,311.2,10,1,0,0,49332
70,31,457,344.0,362.0,10,1,0,0,67830
178,5,474,332.9,350.3,10,1,0,0,63164
134,107,466,280.3,294.1,10,1,0,0,44832
184,205,469,274.0,288.0,10,1,0,0,32500
92,136,460,278.7,292.9,10,1,0,0,47998
87,256,458,347.7,365.9,10,1,0,0,66664
109,59,463,282.7,296.9,10,1,0,0,45666
88,183,475,314.4,330.8,10,1,0,0,52332
82,339,471,333.5,350.5,10,1,0,0,48332
104,87,472,295.2,310.4,10,1,0,0,64330
136,214,471,301.5,316.5,10,1,0,0,41166
152,163,470,314.1,330.7,10,1,0,0,45666
158,122,474,307.0,323.0,10,1,0,0,52332
124,13,458,321.8,338.6,10,1,0,0,48166
41,4,463,349.3,367.1,10,1,0,0,62498
59,45,467,338.8,355.6,10,1,0,0,53332
164,67,462,328.5,345.5,10,1,0,0,62664
