demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,5443,6967,154.867,170.133,10,0,0,-1,120
1,9065,2711,169.867,183.133,10,0,0,-1,83
2,2223,87,196.0,214.0,10,0,0,-1,112
3,3089,5457,166.333,182.667,10,0,0,-1,88
4,4246,6157,93.2,97.8,10,0,0,-1,231
5,3084,3675,160.8,173.2,10,0,0,-1,135
6,9844,1848,167.8,181.2,10,0,0,-1,104
7,8281,9860,172.667,190.333,10,0,0,-1,99
8,1109,9576,163.533,176.467,10,0,0,-1,95
9,1858,4011,148.867,161.133,10,0,0,-1,153
10,4202,5977,174.6,188.4,10,0,0,-1,108
11,8417,4368,137.667,146.333,10,0,0,-1,165
12,6746,6306,175.867,192.133,10,0,0,-1,116
13,4785,637,73.6667,80.3333,10,0,0,-1,200
14,9200,9187,174.0,190.0,10,0,0,-1,149
15,8196,2326,144.467,158.533,10,0,0,-1,134
16,1508,5636,142.067,154.933,10,0,0,-1,126
17,3768,860,180.667,195.333,10,0,0,-1,123
18,6368,1694,95.8,103.2,10,0,0,-1,195
19,3983,2421,155.933,172.067,10,0,0,-1,110
20,8703,5967,156.0,169.0,10,0,0,-1,98
21,887,8555,95.0667,99.9333,10,0,0,-1,265
22,2239,8160,159.333,173.667,10,0,0,-1,122
23,7766,6653,162.067,174.933,10,0,0,-1,135
24,5856,221,145.533,159.467,10,0,0,-1,96
25,8762,703,134.267,146.733,10,0,0,-1,190
26,6096,1009,149.533,161.467,10,0,0,-1,147
27,9177,4349,184.6,200.4,10,0,0,-1,122
28,4279,6615,133.667,145.333,10,0,0,-1,177
29,4437,7891,124.267,133.733,10,0,0,-1,156
30,2651,1486,150.133,162.867,10,0,0,-1,137
31,1420,638,114.067,122.933,10,0,0,-1,159
32,9850,8051,144.4,154.6,10,0,0,-1,138
33,3295,400,106.0,117.0,10,0,0,-1,135
34,6257,8033,143.667,155.333,10,0,0,-1,144
35,1413,931,165.4,181.6,10,0,0,-1,114
36,7221,3977,123.133,134.867,10,0,0,-1,132
37,4454,1523,161.0,179.0,10,0,0,-1,145
38,1927,715,127.267,139.733,10,0,0,-1,169
39,9292,8461,183.2,198.8,10,0,0,-1,121
40,9736,4013,71.6667,72.3333,10,0,0,-1,620
41,5757,9337,186.467,203.533,10,0,0,-1,124
42,6931,8783,178.333,194.667,10,0,0,-1,90
43,5265,5430,159.8,177.2,10,0,0,-1,111
44,6812,910,106.533,115.467,10,0,0,-1,82
45,4322,1951,168.733,182.267,10,0,0,-1,112
46,3511,6066,102.533,109.467,10,0,0,-1,211
47,9811,8390,131.8,143.2,10,0,0,-1,120
48,9216,4459,151.8,165.2,10,0,0,-1,135
49,8321,2547,128.4,135.6,10,0,0,-1,170
