hello
demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
22,270,474,154,162,10,0,0,-1,14500,5,49,40
22001,270,474,42.25,46.75,10,0,0,-1,14500,3,49,40
22002,270,474,51.25,55.75,10,0,0,-1,14500,5,49,40
117,304,462,172.1,180.7,10,0,0,-1,35998,5,56,43
117001,304,462,46.25,52.75,10,0,0,-1,35998,3,56,43
117002,304,462,59.25,65.75,10,0,0,-1,35998,5,56,43
110,397,474,199.7,209.9,10,0,0,-1,22500,5,51,51
110001,397,474,51,51,10,0,0,-1,22500,3,51,51
110002,397,474,51,51,10,0,0,-1,22500,5,51,51
52,249,472,157.7,165.9,10,0,0,-1,16000,5,47,41
52001,249,472,42.5,45.5,10,0,0,-1,16000,3,47,41
52002,249,472,48.5,51.5,10,0,0,-1,16000,5,47,41
138,305,471,177.4,185.8,10,0,0,-1,14500,5,64,42
138001,305,471,47.5,58.5,10,0,0,-1,14500,3,64,42
138002,305,471,69.5,80.5,10,0,0,-1,14500,5,64,42
131,368,464,194.8,203.6,10,0,0,-1,45664,5,76,44
131001,368,464,52,68,10,0,0,-1,45664,3,76,44
131002,368,464,84,100,10,0,0,-1,45664,5,76,44
44,371,476,173.8,182.6,10,0,0,-1,25666,5,55,44
44001,371,476,46.75,52.25,10,0,0,-1,25666,3,55,44
44002,371,476,57.75,63.25,10,0,0,-1,25666,5,55,44
118,359,467,188.6,198.2,10,0,0,-1,21000,5,59,48
118001,359,467,50.75,56.25,10,0,0,-1,21000,3,59,48
118002,359,467,61.75,67.25,10,0,0,-1,21000,5,59,48
90,211,461,150.3,158.1,10,0,0,-1,36998,5,39,39
90001,211,461,39,39,10,0,0,-1,36998,3,39,39
90002,211,461,39,39,10,0,0,-1,36998,5,39,39
6,209,462,86.4,89.2,10,0,0,-1,44330,3,92,64
6001,209,462,71,85,10,0,0,-1,44330,3,92,64
6002,209,462,99,113,10,0,0,-1,44330,5,92,64
5,209,462,86.4,89.2,10,0,0,-1,44330,3,92,64
5001,209,462,71,85,10,0,0,-1,44330,3,92,64
5002,209,462,99,113,10,0,0,-1,44330,5,92,64
48,211,461,150.3,158.1,10,0,0,-1,36998,5,39,39
48001,211,461,39,39,10,0,0,-1,36998,3,39,39
48002,211,461,39,39,10,0,0,-1,36998,5,39,39
147,297,474,141.2,148.4,10,0,0,-1,16000,5,45,36
147001,297,474,38.25,42.75,10,0,0,-1,16000,3,45,36
147002,297,474,47.25,51.75,10,0,0,-1,16000,5,45,36
107,284,474,152.3,160.1,10,0,0,-1,16000,5,47,39
107001,284,474,41,45,10,0,0,-1,16000,3,47,39
107002,284,474,49,53,10,0,0,-1,16000,5,47,39
97,270,464,165.4,173.8,10,0,0,-1,17500,5,46,42
97001,270,464,43,45,10,0,0,-1,17500,3,46,42
97002,270,464,47,49,10,0,0,-1,17500,5,46,42
