demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,956,4608,178.867,193.133,10,0,0,-1,139
1,5068,2257,153.267,168.733,10,0,0,-1,113
2,4176,3070,152.8,166.2,10,0,0,-1,90
3,1988,4171,124.867,135.133,10,0,0,-1,204
4,481,5746,137.8,147.2,10,0,0,-1,180
5,760,3754,92.2,99.8,10,0,0,-1,133
6,4649,4935,130.667,139.333,10,0,0,-1,212
7,4753,4994,156.933,173.067,10,0,0,-1,120
8,4738,1501,132.467,142.533,10,0,0,-1,137
9,2788,5392,120.267,127.733,10,0,0,-1,177
