demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,1148,1633,376.333,391.667,10,0,0,-1,53
1,2448,3384,368.867,384.133,10,0,0,-1,55
2,2428,447,178.733,185.267,10,0,0,-1,77
3,3940,425,424.733,442.267,10,0,0,-1,61
4,2559,3879,192.733,199.267,10,0,0,-1,70
5,2577,44,313.6,326.4,10,0,0,-1,65
6,787,1978,324.133,336.867,10,0,0,-1,64
7,2211,2592,183.4,190.6,10,0,0,-1,75
8,865,3911,352.8,367.2,10,0,0,-1,63
9,1031,3429,403.467,420.533,10,0,0,-1,46
10,490,2818,423.533,440.467,10,0,0,-1,49
11,2216,107,142.267,146.733,10,0,0,-1,97
12,1490,612,242.4,251.6,10,0,0,-1,74
13,3245,1208,427.333,444.667,10,0,0,-1,50
14,243,3128,349.533,363.467,10,0,0,-1,35
15,268,1667,179.733,186.267,10,0,0,-1,84
16,3191,2997,240.867,250.133,10,0,0,-1,65
17,578,633,407.533,424.467,10,0,0,-1,52
18,1290,3193,83.4667,85.5333,10,0,0,-1,227
19,3181,1108,326.8,339.2,10,0,0,-1,48
20,653,2815,329.467,342.533,10,0,0,-1,70
21,1717,984,322.6,335.4,10,0,0,-1,58
22,383,1256,201.6,208.4,10,0,0,-1,95
23,942,773,253.533,263.467,10,0,0,-1,67
24,3174,2534,416.267,432.733,10,0,0,-1,73
25,687,1698,266.467,277.533,10,0,0,-1,36
26,18,3735,327.867,341.133,10,0,0,-1,54
27,1699,634,261.067,270.933,10,0,0,-1,70
28,1256,255,411.733,429.267,10,0,0,-1,54
29,3800,3012,240.067,248.933,10,0,0,-1,67
30,3487,1374,164.133,169.867,10,0,0,-1,90
31,3361,3103,363.467,378.533,10,0,0,-1,61
32,684,2913,336.133,348.867,10,0,0,-1,54
33,18,557,352.467,366.533,10,0,0,-1,55
34,1768,2002,195.8,203.2,10,0,0,-1,73
35,1863,567,243.933,253.067,10,0,0,-1,54
36,487,684,432.733,450.267,10,0,0,-1,51
37,2694,2791,425.733,443.267,10,0,0,-1,59
38,3173,3711,211.667,219.333,10,0,0,-1,49
39,2624,3500,369.667,384.333,10,0,0,-1,45
40,1762,2038,363.6,378.4,10,0,0,-1,61
41,3419,18,342.6,356.4,10,0,0,-1,42
42,2493,3141,129.667,134.333,10,0,0,-1,102
43,3521,3495,181.6,188.4,10,0,0,-1,107
44,1157,2518,368.0,383.0,10,0,0,-1,55
45,2207,1895,139.2,143.8,10,0,0,-1,94
46,491,2638,415.733,433.267,10,0,0,-1,51
47,1966,2516,364.0,379.0,10,0,0,-1,44
48,759,694,361.333,375.667,10,0,0,-1,64
49,40,2231,289.4,300.6,10,0,0,-1,46
