demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,466,304,178.667,193.333,10,0,0,-1,101
1,1425,730,98.5333,107.467,10,0,0,-1,171
2,1225,193,116.267,125.733,10,0,0,-1,110
3,1498,1229,77.6667,83.3333,10,0,0,-1,248
4,1388,1172,89.0,93.0,10,0,0,-1,318
5,2,137,169.733,181.267,10,0,0,-1,98
6,54,407,98.6667,104.333,10,0,0,-1,211
7,175,703,155.933,170.067,10,0,0,-1,137
8,1722,634,159.0,169.0,10,0,0,-1,152
9,1337,1901,173.467,190.533,10,0,0,-1,46
