demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
0,793,1200,78.6,371.4,0,1,36.6,2,0,408,42
0,793,1200,444.6,816,0,1,36.6,2,0,408,42
0,477,1790,78.3,256.7,0,1,22.3,2,0,279,56
0,477,1790,301.3,558,0,1,22.3,2,0,279,56
0,104,1132,104.7,270.3,0,1,20.7,2,0,291,84
0,104,1132,311.7,582,0,1,20.7,2,0,291,84
0,1723,1078,86.5,122.5,0,1,4.5,2,0,127,82
0,1723,1078,131.5,254,0,1,4.5,2,0,127,82
0,1628,1258,51.5,183.5,0,1,16.5,2,0,200,35
0,1628,1258,216.5,400,0,1,16.5,2,0,200,35
0,792,1301,102.2,327.8,0,1,28.2,2,0,356,74
0,792,1301,384.2,712,0,1,28.2,2,0,356,74
0,206,984,109.6,386.4,0,1,34.6,2,0,421,75
0,206,984,455.6,842,0,1,34.6,2,0,421,75
0,1951,1462,88.7,310.3,0,1,27.7,2,0,338,61
0,1951,1462,365.7,676,0,1,27.7,2,0,338,61
0,1498,193,52.7,274.3,0,1,27.7,2,0,302,25
0,1498,193,329.7,604,0,1,27.7,2,0,302,25
0,1103,740,86.2,279.8,0,1,24.2,2,0,304,62
0,1103,740,328.2,608,0,1,24.2,2,0,304,62
0,1432,1324,87,263,0,1,22,2,0,285,65
0,1432,1324,307,570,0,1,22,2,0,285,65
0,228,1434,108.5,384.5,0,1,34.5,2,0,419,74
0,228,1434,453.5,838,0,1,34.5,2,0,419,74
0,833,1664,100,500,0,1,50,2,0,550,50
0,833,1664,600,1100,0,1,50,2,0,550,50
0,1434,940,67.2,348.8,0,1,35.2,2,0,384,32
0,1434,940,419.2,768,0,1,35.2,2,0,384,32
0,1289,1529,71.2,248.8,0,1,22.2,2,0,271,49
0,1289,1529,293.2,542,0,1,22.2,2,0,271,49
0,1882,434,60.1,260.9,0,1,25.1,2,0,286,35
0,1882,434,311.1,572,0,1,25.1,2,0,286,35
0,729,711,95.6,236.4,0,1,17.6,2,0,254,78
0,729,711,271.6,508,0,1,17.6,2,0,254,78
0,577,833,94.8,405.2,0,1,38.8,2,0,444,56
0,577,833,482.8,888,0,1,38.8,2,0,444,56
0,1843,300,92.3,366.7,0,1,34.3,2,0,401,58
0,1843,300,435.3,802,0,1,34.3,2,0,401,58
0,263,1472,88.2,289.8,0,1,25.2,2,0,315,63
0,263,1472,340.2,630,0,1,25.2,2,0,315,63
0,1910,1407,83.6,272.4,0,1,23.6,2,0,296,60
0,1910,1407,319.6,592,0,1,23.6,2,0,296,60
0,1125,469,70.5,226.5,0,1,19.5,2,0,246,51
0,1125,469,265.5,492,0,1,19.5,2,0,246,51
0,743,1428,66.7,72.3,0,1,0.7,2,0,73,66
0,743,1428,73.7,146,0,1,0.7,2,0,73,66
0,283,241,90.3,324.7,0,1,29.3,2,0,354,61
0,283,241,383.3,708,0,1,29.3,2,0,354,61
0,1974,1386,98.8,353.2,0,1,31.8,2,0,385,67
0,1974,1386,416.8,770,0,1,31.8,2,0,385,67
0,981,1406,83.1,227.9,0,1,18.1,2,0,246,65
0,981,1406,264.1,492,0,1,18.1,2,0,246,65
0,1063,1561,93.3,239.7,0,1,18.3,2,0,258,75
0,1063,1561,276.3,516,0,1,18.3,2,0,258,75
0,840,248,97.4,476.6,0,1,47.4,2,0,524,50
0,840,248,571.4,1048,0,1,47.4,2,0,524,50
0,1577,627,114.1,386.9,0,1,34.1,2,0,421,80
0,1577,627,455.1,842,0,1,34.1,2,0,421,80
0,1540,1219,137.5,405.5,0,1,33.5,2,0,439,104
0,1540,1219,472.5,878,0,1,33.5,2,0,439,104
