demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,3817,9605,355.6,370.4,10,0,0,-1,54
1,114,3915,299.2,310.8,10,0,0,-1,42
2,1249,8573,306.733,319.267,10,0,0,-1,50
3,6110,5653,190.067,196.933,10,0,0,-1,104
4,2190,9846,438.067,455.933,10,0,0,-1,44
5,7153,245,359.6,374.4,10,0,0,-1,51
6,7800,6416,189.467,196.533,10,0,0,-1,65
7,5235,7521,367.267,381.733,10,0,0,-1,56
8,5912,8156,223.267,231.733,10,0,0,-1,68
9,5365,9826,423.667,441.333,10,0,0,-1,48
