demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,882,4420,375.267,386.733,10,0,0,-1,164
1,5674,1729,358.933,370.067,10,0,0,-1,158
2,5672,2153,243.933,251.067,10,0,0,-1,188
3,9001,4999,347.067,357.933,10,0,0,-1,153
4,6886,2011,259.133,265.867,10,0,0,-1,202
5,653,9424,271.067,277.933,10,0,0,-1,177
6,2837,5294,499.0,515.0,10,0,0,-1,115
7,3262,1701,408.533,421.467,10,0,0,-1,189
8,624,6531,236.267,242.733,10,0,0,-1,257
9,6074,39,373.733,384.267,10,0,0,-1,147
