demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,1280,6457,352.067,365.933,10,0,0,-1,71
1,7633,6813,345.6,359.4,10,0,0,-1,84
2,1960,3028,304.6,315.4,10,0,0,-1,98
3,1185,2340,285.6,296.4,10,0,0,-1,70
4,7516,3257,156.8,161.2,10,0,0,-1,121
5,7450,2058,321.733,334.267,10,0,0,-1,70
6,3656,367,343.667,357.333,10,0,0,-1,77
7,7869,1924,436.067,452.933,10,0,0,-1,57
8,5768,5683,402.067,417.933,10,0,0,-1,92
9,704,4233,336.667,349.333,10,0,0,-1,83
10,3986,3876,300.667,311.333,10,0,0,-1,74
11,1562,3671,327.733,340.267,10,0,0,-1,53
12,5198,2646,321.733,333.267,10,0,0,-1,58
13,4907,433,238.2,246.8,10,0,0,-1,89
14,7164,5769,372.733,386.267,10,0,0,-1,81
15,5950,5073,233.0,242.0,10,0,0,-1,111
16,7949,4846,225.467,233.533,10,0,0,-1,90
17,5417,7429,408.333,423.667,10,0,0,-1,92
18,1322,5,434.867,452.133,10,0,0,-1,59
19,7062,5780,214.2,221.8,10,0,0,-1,137
20,6813,2378,383.0,398.0,10,0,0,-1,63
21,5605,5299,354.4,367.6,10,0,0,-1,98
22,4249,52,253.4,262.6,10,0,0,-1,113
23,2243,7723,335.4,348.6,10,0,0,-1,99
24,5969,8,209.667,217.333,10,0,0,-1,130
25,6271,5477,403.933,420.067,10,0,0,-1,80
26,6462,5039,435.2,451.8,10,0,0,-1,68
27,987,167,342.333,355.667,10,0,0,-1,102
28,3655,4494,375.267,389.733,10,0,0,-1,75
29,6903,409,454.067,471.933,10,0,0,-1,80
30,920,7910,196.6,203.4,10,0,0,-1,121
31,2853,1741,400.467,415.533,10,0,0,-1,106
32,1607,5721,338.533,351.467,10,0,0,-1,86
33,4680,2514,166.2,171.8,10,0,0,-1,173
34,7083,3338,365.667,379.333,10,0,0,-1,82
35,7024,6628,451.6,469.4,10,0,0,-1,81
36,5365,155,416.2,431.8,10,0,0,-1,71
37,6907,503,282.2,292.8,10,0,0,-1,58
38,7144,2459,400.2,416.8,10,0,0,-1,116
39,1641,478,376.467,390.533,10,0,0,-1,82
40,1447,468,315.733,327.267,10,0,0,-1,74
41,5712,7921,304.333,315.667,10,0,0,-1,109
42,2635,7294,404.067,419.933,10,0,0,-1,62
43,3109,4659,344.467,357.533,10,0,0,-1,77
44,650,541,191.333,197.667,10,0,0,-1,133
45,1551,3567,124.133,125.867,10,0,0,-1,255
46,6120,2425,353.267,367.733,10,0,0,-1,72
47,1184,7098,467.0,485.0,10,0,0,-1,77
48,3422,6618,367.0,382.0,10,0,0,-1,90
49,3727,3131,382.8,397.2,10,0,0,-1,82
