demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,2273,7016,0,345.0,0,1,1,2,153,-1,516,138,1,17591,1,4793
1,4921,5477,0,187.5,0,1,1,2,182,-1,490,75,1,16730,1,4807
2,6389,2931,0,257.5,0,1,1,2,185,-1,339,103,1,16468,1,4816
3,4644,2479,0,367.5,0,1,1,2,115,-1,541,147,1,16575,1,4937
4,6630,6105,0,260.0,0,1,1,2,98,-1,112,104,1,16542,1,4584
5,5922,534,0,277.5,0,1,1,2,120,-1,412,111,1,16633,1,4393
6,4499,3685,0,427.5,0,1,1,2,99,-1,328,171,1,16536,1,4751
7,7815,1646,0,307.5,0,1,1,2,125,-1,220,123,1,16552,1,4611
8,2654,6268,0,267.5,0,1,1,2,194,-1,539,107,1,16450,1,4622
9,2625,757,0,312.5,0,1,1,2,178,-1,679,125,1,16483,1,4395
10,2573,7165,0,285.0,0,1,1,2,146,-1,648,114,1,16557,1,4629
11,1504,939,0,297.5,0,1,1,2,146,-1,303,119,1,16779,1,4549
12,6033,6395,0,247.5,0,1,1,2,123,-1,633,99,1,16813,1,4552
13,1243,5874,0,285.0,0,1,1,2,137,-1,529,114,1,16530,1,4440
14,4890,4681,0,227.5,0,1,1,2,109,-1,614,91,1,16641,1,4507
15,994,7631,0,235.0,0,1,1,2,208,-1,560,94,1,16686,1,4531
16,3964,1991,0,225.0,0,1,1,2,155,-1,358,90,1,16783,1,4650
17,6462,2594,0,217.5,0,1,1,2,210,-1,450,87,1,19136,1,4532
18,96,4385,0,450.0,0,1,1,2,112,-1,335,180,1,16906,1,4598
19,7480,4595,0,235.0,0,1,1,2,79,-1,194,94,1,16787,1,4659
20,2593,7076,0,287.5,0,1,1,2,104,-1,281,115,1,16838,1,4450
21,1916,5219,0,370.0,0,1,1,2,151,-1,709,148,1,16726,1,4573
22,7833,7551,0,257.5,0,1,1,2,66,-1,132,103,1,16864,1,4630
23,7417,6758,0,275.0,0,1,1,2,160,-1,357,110,1,16700,1,4393
24,3068,921,0,197.5,0,1,1,2,207,-1,419,79,1,16542,1,4684
25,7697,1101,0,262.5,0,1,1,2,85,-1,222,105,1,16563,1,4496
26,7316,941,0,322.5,0,1,1,2,147,-1,409,129,1,16983,1,4732
