demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
0,8,188,792,904,0,1,14,2,0,918,778
0,8,188,932,1836,0,1,14,2,0,918,778
0,14,133,420.5,600.5,0,1,22.5,2,0,623,398
0,14,133,645.5,1246,0,1,22.5,2,0,623,398
0,50,26,157,157,0,1,0,2,0,157,157
0,50,26,157,314,0,1,0,2,0,157,157
0,104,4,730,1114,0,1,48,2,0,1162,682
0,104,4,1210,2324,0,1,48,2,0,1162,682
0,47,112,564.5,648.5,0,1,10.5,2,0,659,554
0,47,112,669.5,1318,0,1,10.5,2,0,659,554
0,6,91,322,322,0,1,0,2,0,322,322
0,6,91,322,644,0,1,0,2,0,322,322
0,10,55,682.9,778.1,0,1,11.9,2,0,790,671
0,10,55,801.9,1580,0,1,11.9,2,0,790,671
0,126,166,770.1,930.9,0,1,20.1,2,0,951,750
0,126,166,971.1,1902,0,1,20.1,2,0,951,750
0,23,103,830.6,859.4,0,1,3.6,2,0,863,827
0,23,103,866.6,1726,0,1,3.6,2,0,863,827
0,51,71,139,139,0,1,0,2,0,139,139
0,51,71,139,278,0,1,0,2,0,139,139
0,153,85,226,226,0,1,0,2,0,226,226
0,153,85,226,452,0,1,0,2,0,226,226
0,87,19,104,104,0,1,0,2,0,104,104
0,87,19,104,208,0,1,0,2,0,104,104
0,57,122,1052.5,1224.5,0,1,21.5,2,0,1246,1031
0,57,122,1267.5,2492,0,1,21.5,2,0,1246,1031
0,125,193,1061,1213,0,1,19,2,0,1232,1042
0,125,193,1251,2464,0,1,19,2,0,1232,1042
0,121,77,617.6,694.4,0,1,9.6,2,0,704,608
0,121,77,713.6,1408,0,1,9.6,2,0,704,608
0,13,129,96,96,0,1,0,2,0,96,96
0,13,129,96,192,0,1,0,2,0,96,96
0,24,27,68,68,0,1,0,2,0,68,68
0,24,27,68,136,0,1,0,2,0,68,68
0,22,30,592.2,945.8,0,1,44.2,2,0,990,548
0,22,30,1034.2,1980,0,1,44.2,2,0,990,548
0,9,82,720.9,952.1,0,1,28.9,2,0,981,692
0,9,82,1009.9,1962,0,1,28.9,2,0,981,692
0,35,56,705.5,733.5,0,1,3.5,2,0,737,702
0,35,56,740.5,1474,0,1,3.5,2,0,737,702
0,194,41,263,263,0,1,0,2,0,263,263
0,194,41,263,526,0,1,0,2,0,263,263
0,147,7,476.5,632.5,0,1,19.5,2,0,652,457
0,147,7,671.5,1304,0,1,19.5,2,0,652,457
0,96,76,337,337,0,1,0,2,0,337,337
0,96,76,337,674,0,1,0,2,0,337,337
0,129,76,506.6,687.4,0,1,22.6,2,0,710,484
0,129,76,732.6,1420,0,1,22.6,2,0,710,484
0,136,181,463.5,715.5,0,1,31.5,2,0,747,432
0,136,181,778.5,1494,0,1,31.5,2,0,747,432
0,147,92,173,173,0,1,0,2,0,173,173
0,147,92,173,346,0,1,0,2,0,173,173
0,69,190,809.5,901.5,0,1,11.5,2,0,913,798
0,69,190,924.5,1826,0,1,11.5,2,0,913,798
0,67,83,204,204,0,1,0,2,0,204,204
0,67,83,204,408,0,1,0,2,0,204,204
0,115,149,963.7,1225.3,0,1,32.7,2,0,1258,931
0,115,149,1290.7,2516,0,1,32.7,2,0,1258,931
0,79,193,623,839,0,1,27,2,0,866,596
0,79,193,893,1732,0,1,27,2,0,866,596
