hello
demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
8,384,457,90.4,91.7,10,0,0,-1,33164,3,97,80
8001,384,457,84.25,92.75,10,0,0,-1,33164,3,97,80
8002,384,457,101.25,109.75,10,0,0,-1,33164,5,97,80
17,207,468,71.8,72.9,10,0,0,-1,19666,3,89,63
17001,207,468,69.5,82.5,10,0,0,-1,19666,3,89,63
17002,207,468,95.5,108.5,10,0,0,-1,19666,5,89,63
11,125,468,64.8,65.9,10,0,0,-1,32998,3,82,56
11001,125,468,62.5,75.5,10,0,0,-1,32998,3,82,56
11002,125,468,88.5,101.5,10,0,0,-1,32998,5,82,56
24,278,468,91.8,92.9,10,0,0,-1,32998,3,109,83
24001,278,468,89.5,102.5,10,0,0,-1,32998,3,109,83
24002,278,468,115.5,128.5,10,0,0,-1,32998,5,109,83
249,387,474,131.1,137.7,10,0,0,-1,13500,5,42,33
249001,387,474,35.25,39.75,10,0,0,-1,13500,3,42,33
249002,387,474,44.25,48.75,10,0,0,-1,13500,5,42,33
109,41,468,151.6,159.2,10,0,0,-1,20166,5,64,38
109001,41,468,44.5,57.5,10,0,0,-1,20166,3,64,38
109002,41,468,70.5,83.5,10,0,0,-1,20166,5,64,38
69,78,455,175.1,183.7,10,0,0,-1,24666,5,59,43
69001,78,455,47,55,10,0,0,-1,24666,3,59,43
69002,78,455,63,71,10,0,0,-1,24666,5,59,43
126,296,468,125.4,131.8,10,0,0,-1,14500,5,39,32
126001,296,468,33.75,37.25,10,0,0,-1,14500,3,39,32
126002,296,468,40.75,44.25,10,0,0,-1,14500,5,39,32
167,109,461,127,133,10,0,0,-1,14000,5,46,30
167001,109,461,34,42,10,0,0,-1,14000,3,46,30
167002,109,461,50,58,10,0,0,-1,14000,5,46,30
95,147,467,156,164,10,0,0,-1,14500,5,48,40
95001,147,467,42,46,10,0,0,-1,14500,3,48,40
95002,147,467,50,54,10,0,0,-1,14500,5,48,40
54,0,469,159,167,10,0,0,-1,14500,5,51,40
54001,0,469,42.75,48.25,10,0,0,-1,14500,3,51,40
54002,0,469,53.75,59.25,10,0,0,-1,14500,5,51,40
9,386,455,54.8,56.9,10,0,0,-1,29998,5,52,38
9001,386,455,41.5,48.5,10,0,0,-1,29998,3,52,38
9002,386,455,55.5,62.5,10,0,0,-1,29998,5,52,38
27,380,455,62.8,64.9,10,0,0,-1,29998,5,60,46
27001,380,455,49.5,56.5,10,0,0,-1,29998,3,60,46
27002,380,455,63.5,70.5,10,0,0,-1,29998,5,60,46
16,427,460,98.2,100.1,10,0,0,-1,37498,3,102,83
16001,427,460,87.75,97.25,10,0,0,-1,37498,3,102,83
16002,427,460,106.75,116.25,10,0,0,-1,37498,5,102,83
189,291,471,160.9,168.3,10,0,0,-1,34998,5,37,37
189001,291,471,37,37,10,0,0,-1,34998,3,37,37
189002,291,471,37,37,10,0,0,-1,34998,5,37,37
101,23,469,144.2,151.4,10,0,0,-1,22166,5,47,36
101001,23,469,38.75,44.25,10,0,0,-1,22166,3,47,36
101002,23,469,49.75,55.25,10,0,0,-1,22166,5,47,36
46,352,443,126.7,132.9,10,0,0,-1,16000,5,31,31
46001,352,443,31,31,10,0,0,-1,16000,3,31,31
46002,352,443,31,31,10,0,0,-1,16000,5,31,31
170,117,471,163.4,171.8,10,0,0,-1,41664,5,66,42
170001,117,471,48,60,10,0,0,-1,41664,3,66,42
170002,117,471,72,84,10,0,0,-1,41664,5,66,42
19,83,469,85.4,87.7,10,0,0,-1,25332,3,90,67
19001,83,469,72.75,84.25,10,0,0,-1,25332,3,90,67
19002,83,469,95.75,107.25,10,0,0,-1,25332,5,90,67
14,109,469,48.4,50.7,10,0,0,-1,14500,3,53,30
14001,109,469,35.75,47.25,10,0,0,-1,14500,3,53,30
14002,109,469,58.75,70.25,10,0,0,-1,14500,5,53,30
5,184,469,76.4,78.7,10,0,0,-1,34498,3,81,58
5001,184,469,63.75,75.25,10,0,0,-1,34498,3,81,58
5002,184,469,86.75,98.25,10,0,0,-1,34498,5,81,58
55,429,461,149.6,157.2,10,0,0,-1,17000,5,50,38
55001,429,461,41,47,10,0,0,-1,17000,3,50,38
55002,429,461,53,59,10,0,0,-1,17000,5,50,38
134,109,469,134,140,10,0,0,-1,15000,5,53,30
134001,109,469,35.75,47.25,10,0,0,-1,15000,3,53,30
134002,109,469,58.75,70.25,10,0,0,-1,15000,5,53,30
159,147,468,166.6,174.2,10,0,0,-1,15500,5,64,38
159001,147,468,44.5,57.5,10,0,0,-1,15500,3,64,38
159002,147,468,70.5,83.5,10,0,0,-1,15500,5,64,38
144,256,461,152.9,160.3,10,0,0,-1,15000,5,53,37
144001,256,461,41,49,10,0,0,-1,15000,3,53,37
144002,256,461,57,65,10,0,0,-1,15000,5,53,37
161,364,461,153.3,161.1,10,0,0,-1,17000,5,51,39
161001,364,461,42,48,10,0,0,-1,17000,3,51,39
161002,364,461,54,60,10,0,0,-1,17000,5,51,39
10,315,466,114.8,116.4,10,0,0,-1,45830,3,118,102
10001,315,466,106,114,10,0,0,-1,45830,3,118,102
10002,315,466,122,130,10,0,0,-1,45830,5,118,102
18,438,462,117.8,119.4,10,0,0,-1,43830,3,121,105
18001,438,462,109,117,10,0,0,-1,43830,3,121,105
18002,438,462,125,133,10,0,0,-1,43830,5,121,105
184,80,470,163.7,171.9,10,0,0,-1,24666,5,53,41
184001,80,470,44,50,10,0,0,-1,24666,3,53,41
184002,80,470,56,62,10,0,0,-1,24666,5,53,41
197,29,460,170.4,178.8,10,0,0,-1,15500,5,57,42
197001,29,460,45.75,53.25,10,0,0,-1,15500,3,57,42
197002,29,460,60.75,68.25,10,0,0,-1,15500,5,57,42
185,258,470,189.6,199.2,10,0,0,-1,24666,5,60,48
185001,258,470,51,57,10,0,0,-1,24666,3,60,48
185002,258,470,63,69,10,0,0,-1,24666,5,60,48
224,0,468,177.7,185.9,10,0,0,-1,16500,5,67,41
224001,0,468,47.5,60.5,10,0,0,-1,16500,3,67,41
224002,0,468,73.5,86.5,10,0,0,-1,16500,5,67,41
13,375,466,63.8,65.9,10,0,0,-1,29166,5,47,47
13001,375,466,47,47,10,0,0,-1,29166,3,47,47
13002,375,466,47,47,10,0,0,-1,29166,5,47,47
130,87,469,184.6,194.2,10,0,0,-1,24166,5,48,48
130001,87,469,48,48,10,0,0,-1,24166,3,48,48
130002,87,469,48,48,10,0,0,-1,24166,5,48,48
26,375,466,63.8,65.9,10,0,0,-1,29166,5,47,47
26001,375,466,47,47,10,0,0,-1,29166,3,47,47
26002,375,466,47,47,10,0,0,-1,29166,5,47,47
12,375,466,63.8,65.9,10,0,0,-1,29166,5,47,47
12001,375,466,47,47,10,0,0,-1,29166,3,47,47
12002,375,466,47,47,10,0,0,-1,29166,5,47,47
1,279,447,89.8,90.9,10,0,0,-1,29832,3,107,81
1001,279,447,87.5,100.5,10,0,0,-1,29832,3,107,81
1002,279,447,113.5,126.5,10,0,0,-1,29832,5,107,81
157,377,471,161,169,10,0,0,-1,14500,5,53,40
157001,377,471,43.25,49.75,10,0,0,-1,14500,3,53,40
157002,377,471,56.25,62.75,10,0,0,-1,14500,5,53,40
187,377,471,161,169,10,0,0,-1,14500,5,53,40
187001,377,471,43.25,49.75,10,0,0,-1,14500,3,53,40
187002,377,471,56.25,62.75,10,0,0,-1,14500,5,53,40
82,42,468,158.7,166.9,10,0,0,-1,16500,5,48,41
82001,42,468,42.75,46.25,10,0,0,-1,16500,3,48,41
82002,42,468,49.75,53.25,10,0,0,-1,16500,5,48,41
21,241,468,52.4,54.7,10,0,0,-1,15500,3,57,34
21001,241,468,39.75,51.25,10,0,0,-1,15500,3,57,34
