demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,86,1905,343.467,352.533,10,0,0,-1,171
1,283,918,142.533,143.467,10,0,0,-1,332
2,596,582,422.867,437.133,10,0,0,-1,154
3,676,625,399.733,411.267,10,0,0,-1,212
4,39,459,496.4,513.6,10,0,0,-1,183
5,117,153,451.2,466.8,10,0,0,-1,157
6,1229,857,259.133,265.867,10,0,0,-1,166
7,1609,449,428.2,443.8,10,0,0,-1,206
8,1159,841,433.067,444.933,10,0,0,-1,123
9,954,801,470.067,486.933,10,0,0,-1,154
