demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,132,32,206.267,220.733,10,0,0,-1,181
1,682,244,229.4,242.6,10,0,0,-1,309
2,751,762,170.0,178.0,10,0,0,-1,419
3,793,549,175.933,190.067,10,0,0,-1,127
4,224,583,206.933,224.067,10,0,0,-1,181
5,934,438,227.733,245.267,10,0,0,-1,196
6,322,31,204.067,218.933,10,0,0,-1,157
7,880,95,222.067,236.933,10,0,0,-1,206
8,664,679,196.733,207.267,10,0,0,-1,189
9,775,889,146.133,151.867,10,0,0,-1,370
