demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
0,561,286,131.1,411.9,0,1,35.1,2,0,447,96
0,561,286,482.1,894,0,1,35.1,2,0,447,96
0,500,861,130.6,231.4,0,1,12.6,2,0,244,118
0,500,861,256.6,488,0,1,12.6,2,0,244,118
0,768,522,174.3,336.7,0,1,20.3,2,0,357,154
0,768,522,377.3,714,0,1,20.3,2,0,357,154
0,525,152,121.2,290.8,0,1,21.2,2,0,312,100
0,525,152,333.2,624,0,1,21.2,2,0,312,100
0,197,145,165.7,491.3,0,1,40.7,2,0,532,125
0,197,145,572.7,1064,0,1,40.7,2,0,532,125
0,341,404,84.2,325.8,0,1,30.2,2,0,356,54
0,341,404,386.2,712,0,1,30.2,2,0,356,54
0,624,802,125.2,326.8,0,1,25.2,2,0,352,100
0,624,802,377.2,704,0,1,25.2,2,0,352,100
0,571,142,121.4,348.6,0,1,28.4,2,0,377,93
0,571,142,405.4,754,0,1,28.4,2,0,377,93
0,234,301,188.8,603.2,0,1,51.8,2,0,655,137
0,234,301,706.8,1310,0,1,51.8,2,0,655,137
0,132,150,106.2,395.8,0,1,36.2,2,0,432,70
0,132,150,468.2,864,0,1,36.2,2,0,432,70
0,178,574,127.9,311.1,0,1,22.9,2,0,334,105
0,178,574,356.9,668,0,1,22.9,2,0,334,105
0,568,6,90.6,223.4,0,1,16.6,2,0,240,74
0,568,6,256.6,480,0,1,16.6,2,0,240,74
0,801,422,145.4,156.6,0,1,1.4,2,0,158,144
0,801,422,159.4,316,0,1,1.4,2,0,158,144
0,315,202,102.1,126.9,0,1,3.1,2,0,130,99
0,315,202,133.1,260,0,1,3.1,2,0,130,99
0,379,803,108.8,267.2,0,1,19.8,2,0,287,89
0,379,803,306.8,574,0,1,19.8,2,0,287,89
0,708,941,68.1,92.9,0,1,3.1,2,0,96,65
0,708,941,99.1,192,0,1,3.1,2,0,96,65
0,89,208,111,167,0,1,7,2,0,174,104
0,89,208,181,348,0,1,7,2,0,174,104
0,154,857,100,100,0,1,0,2,0,100,100
0,154,857,100,200,0,1,0,2,0,100,100
0,83,679,100.3,334.7,0,1,29.3,2,0,364,71
0,83,679,393.3,728,0,1,29.3,2,0,364,71
0,361,632,76.6,137.4,0,1,7.6,2,0,145,69
0,361,632,152.6,290,0,1,7.6,2,0,145,69
0,824,55,77.4,96.6,0,1,2.4,2,0,99,75
0,824,55,101.4,198,0,1,2.4,2,0,99,75
0,36,801,121.1,257.9,0,1,17.1,2,0,275,104
0,36,801,292.1,550,0,1,17.1,2,0,275,104
0,857,607,136.3,450.7,0,1,39.3,2,0,490,97
0,857,607,529.3,980,0,1,39.3,2,0,490,97
0,295,444,187.3,517.7,0,1,41.3,2,0,559,146
0,295,444,600.3,1118,0,1,41.3,2,0,559,146
0,261,427,110.4,209.6,0,1,12.4,2,0,222,98
0,261,427,234.4,444,0,1,12.4,2,0,222,98
0,594,791,144.9,360.1,0,1,26.9,2,0,387,118
0,594,791,413.9,774,0,1,26.9,2,0,387,118
0,353,162,95.2,216.8,0,1,15.2,2,0,232,80
0,353,162,247.2,464,0,1,15.2,2,0,232,80
0,797,155,185.6,230.4,0,1,5.6,2,0,236,180
0,797,155,241.6,472,0,1,5.6,2,0,236,180
0,936,112,156.7,234.3,0,1,9.7,2,0,244,147
0,936,112,253.7,488,0,1,9.7,2,0,244,147
0,709,668,107.1,403.9,0,1,37.1,2,0,441,70
0,709,668,478.1,882,0,1,37.1,2,0,441,70
