demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,MinCostDelay,MinDelayDelay
0,104,78,0,687.5,0,1,1,2,0,275,275
0,12,119,0,727.5,0,1,1,2,0,291,291
0,118,35,0,977.5,0,1,1,2,0,391,391
0,96,105,0,755,0,1,1,2,0,302,302
0,47,94,0,747.5,0,1,1,2,0,362,299
0,30,76,0,567.5,0,1,1,2,0,227,227
0,94,11,0,622.5,0,1,1,2,0,249,249
0,3,75,0,572.5,0,1,1,2,0,229,229
0,67,122,0,767.5,0,1,1,2,0,307,307
0,22,91,0,472.5,0,1,1,2,0,189,189
0,94,123,0,895,0,1,1,2,0,358,358
0,102,53,0,455,0,1,1,2,0,182,182
0,121,100,0,702.5,0,1,1,2,0,323,281
0,53,110,0,372.5,0,1,1,2,0,149,149
0,73,22,0,885,0,1,1,2,0,450,354
0,53,85,0,200,0,1,1,2,0,80,80
0,14,44,0,527.5,0,1,1,2,0,253,211
0,112,102,0,75,0,1,1,2,0,30,30
0,14,24,0,550,0,1,1,2,0,262,220
0,61,45,0,712.5,0,1,1,2,0,348,285
0,101,90,0,437.5,0,1,1,2,0,217,175
0,66,68,0,320,0,1,1,2,0,170,128
0,93,61,0,807.5,0,1,1,2,0,404,323
0,8,25,0,360,0,1,1,2,0,186,144
0,57,30,0,352.5,0,1,1,2,0,141,141
0,117,24,0,230,0,1,1,2,0,92,92
0,27,84,0,492.5,0,1,1,2,0,197,197
0,78,13,0,555,0,1,1,2,0,318,222
0,58,123,0,602.5,0,1,1,2,0,241,241
0,124,123,0,370,0,1,1,2,0,148,148
