demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,7321,7504,0,102.5,0,1,1,2,129,-1,438,41,1,50407,1,13079
1,6243,3815,0,92.5,0,1,1,2,106,-1,439,37,1,45886,1,12584
2,4812,4799,0,110.0,0,1,1,2,114,-1,311,44,1,45862,1,13594
3,348,3002,0,92.5,0,1,1,2,182,-1,582,37,1,45267,1,12531
4,7021,4187,0,107.5,0,1,1,2,139,-1,674,43,1,45560,1,13568
5,3014,3966,0,117.5,0,1,1,2,116,-1,457,47,1,46133,1,13636
6,5991,434,0,87.5,0,1,1,2,165,-1,462,35,1,45409,1,12624
7,4998,3339,0,127.5,0,1,1,2,83,-1,435,51,1,45468,1,12410
8,353,1773,0,125.0,0,1,1,2,43,-1,439,50,1,45265,1,13055
9,3637,5765,0,112.5,0,1,1,2,97,-1,377,45,1,44967,1,12367
10,3794,4873,0,100.0,0,1,1,2,112,-1,222,40,1,45583,1,13829
11,528,6355,0,115.0,0,1,1,2,123,-1,354,46,1,46358,1,12662
12,4696,4578,0,55.0,0,1,1,2,114,-1,306,22,1,45387,1,12782
13,824,4058,0,110.0,0,1,1,2,113,-1,641,44,1,46285,1,12921
14,36,5324,0,102.5,0,1,1,2,77,-1,290,41,1,45701,1,12611
15,3795,3709,0,110.0,0,1,1,2,63,-1,448,44,1,45203,1,12414
16,1180,2038,0,115.0,0,1,1,2,109,-1,415,46,1,45991,1,13435
17,7524,5992,0,105.0,0,1,1,2,119,-1,293,42,1,45959,1,12522
18,3189,4225,0,65.0,0,1,1,2,145,-1,342,26,1,45231,1,14046
19,5346,6562,0,102.5,0,1,1,2,106,-1,468,41,1,45179,1,12255
20,4764,361,0,115.0,0,1,1,2,83,-1,562,46,1,45413,1,13176
21,2529,2756,0,122.5,0,1,1,2,81,-1,232,49,1,45736,1,12492
22,5147,3879,0,115.0,0,1,1,2,95,-1,261,46,1,45598,1,14099
23,2447,5500,0,150.0,0,1,1,2,110,-1,495,60,1,47845,1,13953
24,5652,6084,0,127.5,0,1,1,2,106,-1,593,51,1,45540,1,14145
25,7618,5799,0,75.0,0,1,1,2,101,-1,232,30,1,45365,1,13155
26,2957,4498,0,90.0,0,1,1,2,151,-1,506,36,1,45962,1,12916
27,4154,4005,0,115.0,0,1,1,2,135,-1,405,46,1,46289,1,12566
28,4415,5464,0,87.5,0,1,1,2,110,-1,267,35,1,45592,1,12325
