demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,207,935,335.133,344.867,10,0,0,-1,151.0
1,502,165,291.533,296.467,10,0,0,-1,146.0
2,927,626,193.2,196.8,10,0,0,-1,344.0
3,103,585,289.533,296.467,10,0,0,-1,232.0
4,62,90,419.0,435.0,10,0,0,-1,155.0
5,587,988,426.867,442.133,10,0,0,-1,138.0
6,523,165,436.267,445.733,10,0,0,-1,130.0
7,333,207,396.067,409.933,10,0,0,-1,173.0
8,384,862,390.0,405.0,10,0,0,-1,158.0
9,911,684,256.6,260.4,10,0,0,-1,276.0
10,630,423,291.733,300.267,10,0,0,-1,191.0
11,123,428,162.6,166.4,10,0,0,-1,327.0
12,385,600,340.867,352.133,10,0,0,-1,180.0
13,632,630,171.667,174.333,10,0,0,-1,387.0
14,100,632,394.933,407.067,10,0,0,-1,188.0
15,735,312,470.533,487.467,10,0,0,-1,147.0
16,633,166,142.467,146.533,10,0,0,-1,375.0
17,153,612,248.6,255.4,10,0,0,-1,202.0
18,4,91,464.6,481.4,10,0,0,-1,182.0
19,223,198,369.867,381.133,10,0,0,-1,152.0
20,671,466,147.467,148.533,10,0,0,-1,542.0
21,354,147,289.267,298.733,10,0,0,-1,149.0
22,27,812,390.467,401.533,10,0,0,-1,184.0
23,814,347,402.733,416.267,10,0,0,-1,142.0
24,871,70,332.067,342.933,10,0,0,-1,146.0
25,549,445,331.867,342.133,10,0,0,-1,143.0
26,973,280,182.467,184.533,10,0,0,-1,304.0
27,852,857,218.667,224.333,10,0,0,-1,200.0
28,74,636,273.933,282.067,10,0,0,-1,194.0
29,117,946,253.8,262.2,10,0,0,-1,170.0
30,568,859,249.533,253.467,10,0,0,-1,168.0
31,649,278,356.8,367.2,10,0,0,-1,170.0
32,693,476,350.0,362.0,10,0,0,-1,173.0
33,70,563,408.933,425.067,10,0,0,-1,181.0
34,592,393,441.333,454.667,10,0,0,-1,226.0
35,499,271,276.667,286.333,10,0,0,-1,145.0
36,445,604,433.2,446.8,10,0,0,-1,167.0
37,508,134,456.067,471.933,10,0,0,-1,152.0
38,702,102,342.6,349.4,10,0,0,-1,217.0
39,972,329,186.533,191.467,10,0,0,-1,261.0
40,750,140,392.8,407.2,10,0,0,-1,164.0
41,836,699,326.2,337.8,10,0,0,-1,167.0
42,934,895,296.333,305.667,10,0,0,-1,166.0
43,193,489,198.067,202.933,10,0,0,-1,301.0
44,91,355,294.0,302.0,10,0,0,-1,211.0
45,305,1,210.733,216.267,10,0,0,-1,135.0
46,640,596,235.933,242.067,10,0,0,-1,212.0
47,809,427,572.067,589.933,10,0,0,-1,144.0
48,501,496,347.933,359.067,10,0,0,-1,115.0
