demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,2882,1949,228.667,235.333,10,0,0,-1,167
1,2081,1967,326.2,336.8,10,0,0,-1,116
2,2710,1580,383.2,395.8,10,0,0,-1,144
3,2485,3051,267.467,274.533,10,0,0,-1,223
4,3383,1073,324.2,334.8,10,0,0,-1,165
5,2179,2636,241.467,248.533,10,0,0,-1,186
6,2744,2113,276.6,286.4,10,0,0,-1,166
7,3171,3221,436.267,450.733,10,0,0,-1,162
8,1719,1540,386.467,398.533,10,0,0,-1,182
9,3359,637,234.267,239.733,10,0,0,-1,153
