demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,1037,3006,0,150.0,0,1,1,2,105,-1,305,60,1,39155,1,11011
1,7351,8858,0,135.0,0,1,1,2,105,-1,627,54,1,36756,1,10928
2,1113,5662,0,132.5,0,1,1,2,95,-1,384,53,1,36552,1,10582
3,8108,8021,0,245.0,0,1,1,2,92,-1,547,98,1,48227,1,11203
4,5406,2760,0,147.5,0,1,1,2,137,-1,452,59,1,37013,1,10285
5,2628,8047,0,157.5,0,1,1,2,101,-1,568,63,1,37385,1,10590
6,8717,234,0,125.0,0,1,1,2,162,-1,334,50,1,37294,1,10952
7,5361,2454,0,142.5,0,1,1,2,121,-1,247,57,1,37315,1,10732
8,66,3732,0,132.5,0,1,1,2,126,-1,423,53,1,37185,1,11064
9,7663,1055,0,137.5,0,1,1,2,68,-1,487,55,1,37162,1,11755
10,255,9591,0,130.0,0,1,1,2,140,-1,430,52,1,37371,1,10467
11,3049,2267,0,140.0,0,1,1,2,147,-1,545,56,1,37916,1,10899
12,7001,2939,0,185.0,0,1,1,2,111,-1,210,74,1,37137,1,11773
13,7399,4390,0,140.0,0,1,1,2,109,-1,467,56,1,37679,1,10658
14,5945,1102,0,122.5,0,1,1,2,150,-1,246,49,1,36823,1,10553
15,3248,7059,0,95.0,0,1,1,2,132,-1,475,38,1,37264,1,10634
16,3116,1357,0,185.0,0,1,1,2,123,-1,437,74,1,37325,1,10674
17,1432,5888,0,162.5,0,1,1,2,115,-1,267,65,1,37617,1,10620
18,250,3190,0,105.0,0,1,1,2,122,-1,319,42,1,36527,1,10717
19,5000,9230,0,175.0,0,1,1,2,104,-1,619,70,1,37317,1,10498
20,7589,3718,0,162.5,0,1,1,2,84,-1,540,65,1,36662,1,11582
21,2524,1253,0,147.5,0,1,1,2,111,-1,626,59,1,36979,1,11147
22,4065,2590,0,117.5,0,1,1,2,196,-1,374,47,1,37138,1,10564
23,4985,8081,0,142.5,0,1,1,2,102,-1,409,57,1,36765,1,10444
24,7672,3047,0,155.0,0,1,1,2,124,-1,382,62,1,36812,1,10508
25,3860,1025,0,127.5,0,1,1,2,159,-1,415,51,1,37009,1,10717
