demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,2372,903,0,400.0,0,1,1,2,107,-1,362,160,1,4107,1,1293
1,1058,727,0,267.5,0,1,1,2,102,-1,409,107,1,3576,1,1345
2,951,1309,0,220.0,0,1,1,2,162,-1,439,88,1,3338,1,1278
3,1007,457,0,227.5,0,1,1,2,151,-1,505,91,1,3490,1,1225
4,2852,3358,0,315.0,0,1,1,2,95,-1,284,126,1,3373,1,1211
5,1947,2025,0,220.0,0,1,1,2,198,-1,225,88,1,3411,1,1234
6,2256,525,0,277.5,0,1,1,2,153,-1,310,111,1,3370,1,1396
7,1542,3283,0,332.5,0,1,1,2,104,-1,217,133,1,3406,1,1282
8,2746,3342,0,252.5,0,1,1,2,132,-1,222,101,1,3316,1,1221
9,2343,2736,0,285.0,0,1,1,2,137,-1,254,114,1,3541,1,1201
10,971,1425,0,185.0,0,1,1,2,160,-1,487,74,1,3318,1,1246
11,2166,1066,0,232.5,0,1,1,2,95,-1,220,93,1,3359,1,1184
12,3357,3044,0,275.0,0,1,1,2,175,-1,428,110,1,3312,1,1495
13,2724,1729,0,232.5,0,1,1,2,149,-1,498,93,1,3386,1,1324
14,2808,1251,0,247.5,0,1,1,2,90,-1,247,99,1,3312,1,1193
15,1795,3815,0,322.5,0,1,1,2,133,-1,306,129,1,3361,1,1213
16,1708,1000,0,300.0,0,1,1,2,71,-1,297,120,1,3310,1,1209
17,3525,3655,0,260.0,0,1,1,2,141,-1,330,104,1,3312,1,1192
18,3025,3424,0,202.5,0,1,1,2,201,-1,768,81,1,3273,1,1227
19,3497,1633,0,350.0,0,1,1,2,118,-1,304,140,1,3296,1,1272
20,301,1039,0,225.0,0,1,1,2,172,-1,329,90,1,3311,1,1288
21,1269,3114,0,182.5,0,1,1,2,190,-1,303,73,1,3296,1,1170
22,478,15,0,197.5,0,1,1,2,72,-1,194,79,1,3282,1,1162
23,2456,2821,0,220.0,0,1,1,2,133,-1,689,88,1,3297,1,1307
24,2751,3779,0,302.5,0,1,1,2,129,-1,577,121,1,3324,1,1263
25,599,917,0,302.5,0,1,1,2,152,-1,508,121,1,3300,1,1691
26,846,3956,0,222.5,0,1,1,2,104,-1,496,89,1,3312,1,1205
