demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,1761,2657,437.533,455.467,10,0,0,-1,51
1,3631,3785,345.333,358.667,10,0,0,-1,55
2,3482,1030,315.733,328.267,10,0,0,-1,50
3,2328,2858,272.0,283.0,10,0,0,-1,70
4,1304,3984,338.133,351.867,10,0,0,-1,65
5,440,2262,115.0,119.0,10,0,0,-1,164
6,411,1013,319.933,332.067,10,0,0,-1,73
7,1891,643,265.333,274.667,10,0,0,-1,60
8,522,1888,424.467,441.533,10,0,0,-1,59
9,59,2963,398.533,414.467,10,0,0,-1,49
