demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,1217,3261,333.267,344.733,10,0,0,-1,137
1,2630,1458,336.8,347.2,10,0,0,-1,126
2,1007,5547,528.733,546.267,10,0,0,-1,157
3,1024,4468,237.8,242.2,10,0,0,-1,202
4,2796,2764,278.667,286.333,10,0,0,-1,169
5,3067,5620,289.467,296.533,10,0,0,-1,248
6,2901,3222,167.0,171.0,10,0,0,-1,317
7,1513,1752,358.333,369.667,10,0,0,-1,175
8,4447,4574,255.4,262.6,10,0,0,-1,175
9,3546,3765,299.733,308.267,10,0,0,-1,151
