demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,5339,8901,0,385.0,0,1,1,2,125,-1,382,154,1,15917,1,7676
1,1169,6030,0,280.0,0,1,1,2,95,-1,444,112,1,15675,1,6593
2,4668,1004,0,270.0,0,1,1,2,162,-1,300,108,1,14859,1,6599
3,5670,397,0,375.0,0,1,1,2,120,-1,340,150,1,14885,1,6525
4,1502,9074,0,287.5,0,1,1,2,130,-1,644,115,1,15272,1,6883
5,8966,8591,0,242.5,0,1,1,2,184,-1,409,97,1,15070,1,6826
6,3842,178,0,215.0,0,1,1,2,103,-1,643,86,1,14295,1,6352
7,5904,218,0,295.0,0,1,1,2,153,-1,339,118,1,14624,1,6462
8,4164,4603,0,280.0,0,1,1,2,102,-1,147,112,1,14743,1,6397
9,9497,7688,0,280.0,0,1,1,2,125,-1,443,112,1,14502,1,6794
10,891,4390,0,202.5,0,1,1,2,239,-1,851,81,1,14528,1,6504
11,5698,1080,0,330.0,0,1,1,2,134,-1,667,132,1,15007,1,6787
12,494,5165,0,217.5,0,1,1,2,140,-1,421,87,1,14978,1,6830
13,9600,3781,0,202.5,0,1,1,2,149,-1,475,81,1,16630,1,6478
14,9044,1291,0,380.0,0,1,1,2,149,-1,597,152,1,14089,1,6113
15,9034,213,0,235.0,0,1,1,2,75,-1,192,94,1,13929,1,6132
16,3674,3702,0,200.0,0,1,1,2,196,-1,571,80,1,14100,1,6253
17,7569,5696,0,250.0,0,1,1,2,189,-1,629,100,1,14124,1,6056
18,451,9071,0,305.0,0,1,1,2,108,-1,558,122,1,13756,1,6094
19,4015,4964,0,312.5,0,1,1,2,148,-1,606,125,1,14162,1,6293
20,5947,9919,0,362.5,0,1,1,2,120,-1,229,145,1,14084,1,6079
21,1535,112,0,367.5,0,1,1,2,135,-1,345,147,1,13946,1,6078
22,4522,1032,0,262.5,0,1,1,2,207,-1,454,105,1,14136,1,6473
23,4152,1765,0,390.0,0,1,1,2,141,-1,422,156,1,13993,1,6481
24,5422,9850,0,367.5,0,1,1,2,92,-1,416,147,1,14089,1,6082
25,9197,2268,0,310.0,0,1,1,2,162,-1,491,124,1,14090,1,6040
26,1367,2921,0,305.0,0,1,1,2,71,-1,671,122,1,13920,1,6253
27,7316,967,0,255.0,0,1,1,2,131,-1,309,102,1,13961,1,6645
