demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,6796,620,0,190.0,0,1,1,2,158,-1,248,76,1,21254,1,6038
1,3267,3575,0,350.0,0,1,1,2,247,-1,366,140,1,20202,1,5622
2,6736,8748,0,345.0,0,1,1,2,161,-1,420,138,1,20214,1,5458
3,2853,8289,0,220.0,0,1,1,2,151,-1,292,88,1,19948,1,5144
4,6905,3821,0,212.5,0,1,1,2,61,-1,144,85,1,19964,1,5142
5,4022,2349,0,302.5,0,1,1,2,139,-1,456,121,1,20176,1,5181
6,1003,1826,0,235.0,0,1,1,2,87,-1,144,94,1,20045,1,5195
7,2487,3869,0,197.5,0,1,1,2,166,-1,568,79,1,20060,1,5396
8,2569,5236,0,260.0,0,1,1,2,173,-1,429,104,1,20773,1,5419
9,8364,4030,0,242.5,0,1,1,2,104,-1,117,97,1,20639,1,5181
10,3004,2384,0,270.0,0,1,1,2,180,-1,463,108,1,19845,1,5869
11,2847,1741,0,290.0,0,1,1,2,162,-1,451,116,1,20060,1,5361
12,2091,9670,0,227.5,0,1,1,2,82,-1,197,91,1,20592,1,5292
13,8648,4705,0,215.0,0,1,1,2,146,-1,701,86,1,20367,1,5185
14,8832,5444,0,227.5,0,1,1,2,155,-1,368,91,1,19987,1,5176
15,5325,2099,0,212.5,0,1,1,2,170,-1,433,85,1,19986,1,5272
16,5372,2061,0,367.5,0,1,1,2,182,-1,673,147,1,20308,1,5379
17,7200,4577,0,202.5,0,1,1,2,161,-1,830,81,1,20220,1,5257
18,6703,457,0,240.0,0,1,1,2,109,-1,782,96,1,20012,1,5202
19,4750,7077,0,315.0,0,1,1,2,117,-1,651,126,1,20146,1,5750
20,5187,161,0,425.0,0,1,1,2,126,-1,845,170,1,20007,1,5422
21,1698,4026,0,262.5,0,1,1,2,91,-1,182,105,1,19760,1,5895
22,5614,5099,0,262.5,0,1,1,2,165,-1,545,105,1,20017,1,5178
23,4649,8619,0,255.0,0,1,1,2,92,-1,466,102,1,20409,1,5399
24,3835,7496,0,282.5,0,1,1,2,108,-1,609,113,1,20309,1,5211
25,6712,2279,0,222.5,0,1,1,2,171,-1,381,89,1,20428,1,5298
26,3518,1712,0,277.5,0,1,1,2,195,-1,530,111,1,20042,1,5136
