hello
demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
417,3236,4372,61.5,69,10,1,2.5,0,22,3,69,44
417001,3236,4372,50.25,62.75,10,1,2.5,0,22,3,69,44
417002,3236,4372,75.25,87.75,10,1,2.5,0,22,5,69,44
616,951,3105,64.6,70,10,1,1.8,0,29,3,70,52
616001,951,3105,56.5,65.5,10,1,1.8,0,29,3,70,52
616002,951,3105,74.5,83.5,10,1,1.8,0,29,5,70,52
1080,4354,3574,54.8,63.2,10,1,4.2,0,34,5,52,28
1080001,4354,3574,34,46,10,1,4.2,0,34,3,52,28
1080002,4354,3574,58,70,10,1,4.2,0,34,5,52,28
540,3986,186,57.2,62.6,10,1,1.8,0,31,3,68,56
540001,3986,186,59,65,10,1,1.8,0,31,3,68,56
540002,3986,186,71,77,10,1,1.8,0,31,5,68,56
40,1969,1698,65.2,71.2,10,1,2,0,34,4,70,62
40001,1969,1698,64,68,10,1,2,0,34,3,70,62
40002,1969,1698,72,76,10,1,2,0,34,5,70,62
219,2697,3307,39,66,10,1,9,0,30,3,66,36
219001,2697,3307,43.5,58.5,10,1,9,0,30,3,66,36
219002,2697,3307,73.5,88.5,10,1,9,0,30,5,66,36
152,3891,3012,70.6,73,10,1,0.8,0,37,3,77,61
152001,3891,3012,65,73,10,1,0.8,0,37,3,77,61
152002,3891,3012,81,89,10,1,0.8,0,37,5,77,61
1107,1533,4767,68.7,82.8,10,1,7.05,0,43,5,64,47
1107001,1533,4767,51.25,59.75,10,1,7.05,0,43,3,64,47
1107002,1533,4767,68.25,76.75,10,1,7.05,0,43,5,64,47
539,1141,1145,43.4,81.2,10,1,12.6,0,40,3,119,35
539001,1141,1145,56,98,10,1,12.6,0,40,3,119,35
539002,1141,1145,140,182,10,1,12.6,0,40,5,119,35
786,2876,1608,63.7,77.8,10,1,7.05,0,33,5,59,47
786001,2876,1608,50,56,10,1,7.05,0,33,3,59,47
786002,2876,1608,62,68,10,1,7.05,0,33,5,59,47
435,1239,630,41.1,79.35,10,1,12.75,0,41,3,95,36
435001,1239,630,50.75,80.25,10,1,12.75,0,41,3,95,36
435002,1239,630,109.75,139.25,10,1,12.75,0,41,5,95,36
154,4319,1629,60.6,63.3,10,1,0.9,0,31,3,75,57
154001,4319,1629,61.5,70.5,10,1,0.9,0,31,3,75,57
154002,4319,1629,79.5,88.5,10,1,0.9,0,31,5,75,57
128,320,3659,60.7,72.4,10,1,3.9,0,38,3,88,49
128001,320,3659,58.75,78.25,10,1,3.9,0,38,3,88,49
128002,320,3659,97.75,117.25,10,1,3.9,0,38,5,88,49
65,2520,4400,61.2,72.6,10,1,3.8,0,33,3,122,46
65001,2520,4400,65,103,10,1,3.8,0,33,3,122,46
65002,2520,4400,141,179,10,1,3.8,0,33,5,122,46
500,1421,4515,74.6,77.45,10,1,0.95,0,39,3,86,67
500001,1421,4515,71.75,81.25,10,1,0.95,0,39,3,86,67
500002,1421,4515,90.75,100.25,10,1,0.95,0,39,5,86,67
195,86,507,52.3,68.05,10,1,5.25,0,34,3,135,46
195001,86,507,68.25,112.75,10,1,5.25,0,34,3,135,46
195002,86,507,157.25,201.75,10,1,5.25,0,34,5,135,46
483,2342,2117,56.5,72.25,10,1,5.25,0,30,4,70,55
483001,2342,2117,58.75,66.25,10,1,5.25,0,30,3,70,55
483002,2342,2117,73.75,81.25,10,1,5.25,0,30,5,70,55
564,3650,232,65.1,72.15,10,1,2.35,0,35,3,98,51
564001,3650,232,62.75,86.25,10,1,2.35,0,35,3,98,51
564002,3650,232,109.75,133.25,10,1,2.35,0,35,5,98,51
978,128,4427,64.2,76.8,10,1,6.3,0,36,5,60,42
