demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,1541,4711,123.333,133.667,10,0,0,-1,82
1,2129,803,88.7333,97.2667,10,0,0,-1,102
2,2311,3802,154.133,167.867,10,0,0,-1,98
3,2707,5850,111.867,124.133,10,0,0,-1,79
4,1891,4118,156.0,174.0,10,0,0,-1,67
5,1990,2573,91.5333,98.4667,10,0,0,-1,107
6,4393,4480,163.6,181.4,10,0,0,-1,77
7,3850,4747,150.4,166.6,10,0,0,-1,51
8,2670,5239,53.0667,54.9333,10,0,0,-1,312
9,5445,941,128.067,141.933,10,0,0,-1,54
10,347,2500,73.5333,78.4667,10,0,0,-1,128
11,1307,5235,132.867,146.133,10,0,0,-1,37
12,1292,761,98.8667,109.133,10,0,0,-1,100
13,1637,5122,107.067,115.933,10,0,0,-1,115
14,2049,4706,98.7333,108.267,10,0,0,-1,100
15,4543,1235,169.067,183.933,10,0,0,-1,51
16,962,908,139.533,153.467,10,0,0,-1,63
17,2187,4178,91.7333,99.2667,10,0,0,-1,145
18,4044,5446,61.4,65.6,10,0,0,-1,217
19,5130,935,143.0,159.0,10,0,0,-1,72
20,350,2005,154.267,169.733,10,0,0,-1,75
21,4914,5293,97.6667,107.333,10,0,0,-1,124
22,2316,282,171.267,187.733,10,0,0,-1,70
23,2367,5755,80.1333,86.8667,10,0,0,-1,159
24,5193,4590,116.933,127.067,10,0,0,-1,123
25,3622,5455,123.133,137.867,10,0,0,-1,82
26,4319,4402,115.333,127.667,10,0,0,-1,90
27,5175,1919,106.467,116.533,10,0,0,-1,112
28,2995,886,144.067,159.933,10,0,0,-1,88
29,4182,2554,142.333,156.667,10,0,0,-1,98
30,1424,5986,84.9333,91.0667,10,0,0,-1,193
31,4135,341,75.8,81.2,10,0,0,-1,152
32,554,3982,73.0667,77.9333,10,0,0,-1,139
33,1192,3981,142.867,158.133,10,0,0,-1,84
34,1287,2038,103.267,113.733,10,0,0,-1,121
35,5721,4298,141.267,156.733,10,0,0,-1,61
36,1776,328,109.867,119.133,10,0,0,-1,115
37,5779,3551,149.067,163.933,10,0,0,-1,68
38,1474,284,107.0,117.0,10,0,0,-1,102
39,2136,4860,110.8,120.2,10,0,0,-1,105
40,270,4004,112.4,122.6,10,0,0,-1,125
41,3760,296,88.1333,94.8667,10,0,0,-1,198
42,3506,5718,178.867,196.133,10,0,0,-1,92
43,3802,3499,124.933,137.067,10,0,0,-1,101
44,4537,3814,105.6,115.4,10,0,0,-1,89
45,1017,3255,147.667,163.333,10,0,0,-1,81
46,4020,1739,129.0,141.0,10,0,0,-1,46
47,5904,941,117.067,126.933,10,0,0,-1,92
48,5686,2211,157.733,174.267,10,0,0,-1,87
49,4073,330,46.1333,48.8667,10,0,0,-1,163
