demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,4947,4564,0,87.5,0,1,1,2,70,-1,407,35,1,23015,1,8874
1,1807,5024,0,130.0,0,1,1,2,82,-1,415,52,1,20129,1,8244
2,3604,956,0,92.5,0,1,1,2,68,-1,540,37,1,20275,1,8089
3,882,1486,0,90.0,0,1,1,2,86,-1,414,36,1,19852,1,8727
4,5645,5880,0,90.0,0,1,1,2,156,-1,271,36,1,20695,1,9531
5,431,4274,0,107.5,0,1,1,2,115,-1,313,43,1,20599,1,9178
6,4175,3596,0,130.0,0,1,1,2,105,-1,346,52,1,21229,1,8542
7,5626,4004,0,125.0,0,1,1,2,85,-1,271,50,1,21519,1,8880
8,3801,2706,0,87.5,0,1,1,2,126,-1,242,35,1,20737,1,8942
9,556,5896,0,107.5,0,1,1,2,124,-1,367,43,1,21170,1,8806
10,5172,3974,0,112.5,0,1,1,2,117,-1,481,45,1,21303,1,9156
11,3417,138,0,105.0,0,1,1,2,112,-1,683,42,1,20411,1,8796
12,5413,5576,0,57.5,0,1,1,2,170,-1,204,23,1,19637,1,8765
13,5514,3369,0,117.5,0,1,1,2,84,-1,459,47,1,20084,1,8231
14,2689,933,0,90.0,0,1,1,2,96,-1,521,36,1,20162,1,8460
15,4837,2334,0,122.5,0,1,1,2,107,-1,434,49,1,20448,1,8254
16,814,5268,0,87.5,0,1,1,2,106,-1,516,35,1,19989,1,8382
17,961,5610,0,137.5,0,1,1,2,103,-1,725,55,1,20725,1,8572
18,3207,5868,0,142.5,0,1,1,2,96,-1,373,57,1,19987,1,8541
19,3493,1360,0,100.0,0,1,1,2,115,-1,271,40,1,20267,1,8075
20,2926,4401,0,85.0,0,1,1,2,168,-1,167,34,1,20189,1,8326
21,1257,2450,0,97.5,0,1,1,2,67,-1,409,39,1,19896,1,8131
22,2727,2800,0,135.0,0,1,1,2,21,-1,127,54,1,19981,1,8511
