hello
demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
20,46,18,7,8,0,1,1,2,10,4,7.19,6.995
20001,46,18,7.04375,7.14125,0,1,1,2,10,3,7.19,6.995
20002,46,18,7.23875,7.33625,0,1,1,2,10,5,7.19,6.995
9,18,53,6,12,0,1,6,2,10,2,7.6,6.435
9001,18,53,6.72625,7.30875,0,1,6,2,10,3,7.6,6.435
9002,18,53,7.89125,8.47375,0,1,6,2,10,5,7.6,6.435
7,18,31,9,12,0,1,3,2,12,4,11.425,8.195
7001,18,31,9.0025,10.6175,0,1,3,2,12,3,11.425,8.195
7002,18,31,12.2325,13.8475,0,1,3,2,12,5,11.425,8.195
21,46,22,5,18,0,1,13,2,12,4,5.445,4.965
21001,46,22,5.085,5.325,0,1,13,2,12,3,5.445,4.965
21002,46,22,5.565,5.805,0,1,13,2,12,5,5.445,4.965
11,22,46,5,18,0,1,13,2,12,4,5.445,4.965
11001,22,46,5.085,5.325,0,1,13,2,12,3,5.445,4.965
11002,22,46,5.565,5.805,0,1,13,2,12,5,5.445,4.965
8,18,33,4,12,0,1,8,2,5,2,5.08,4.27
8001,18,33,4.4725,4.8775,0,1,8,2,5,3,5.08,4.27
8002,18,33,5.2825,5.6875,0,1,8,2,5,5,5.08,4.27
4,18,9,6,14,0,1,8,2,9,2,7.55,6.74
4001,18,9,6.9425,7.3475,0,1,8,2,9,3,7.55,6.74
4002,18,9,7.7525,8.1575,0,1,8,2,9,5,7.55,6.74
16,33,18,4,12,0,1,8,2,5,2,5.08,4.27
16001,33,18,4.4725,4.8775,0,1,8,2,5,3,5.08,4.27
16002,33,18,5.2825,5.6875,0,1,8,2,5,5,5.08,4.27
15,31,18,9,12,0,1,3,2,12,3,12.34,8.195
15001,31,18,9.23125,11.3038,0,1,3,2,12,3,12.34,8.195
15002,31,18,13.3762,15.4488,0,1,3,2,12,5,12.34,8.195
3,18,6,7,13,0,1,6,2,9,2,8.74,7.685
3001,18,6,7.94875,8.47625,0,1,6,2,9,3,8.74,7.685
3002,18,6,9.00375,9.53125,0,1,6,2,9,5,8.74,7.685
1,9,18,6,14,0,1,8,2,9,2,7.55,6.74
1001,9,18,6.9425,7.3475,0,1,8,2,9,3,7.55,6.74
1002,9,18,7.7525,8.1575,0,1,8,2,9,5,7.55,6.74
22,53,18,6,13,0,1,7,2,10,2,6.435,6.435
22001,53,18,6.435,6.435,0,1,7,2,10,3,6.435,6.435
22002,53,18,6.435,6.435,0,1,7,2,10,5,6.435,6.435
20000,6,18,7,13,0,1,6,2,9,2,8.74,7.685
20000001,6,18,7.94875,8.47625,0,1,6,2,9,3,8.74,7.685
20000002,6,18,9.00375,9.53125,0,1,6,2,9,5,8.74,7.685
19,44,27,7,9,0,1,2,2,14,5,6.625,6.34
19001,44,27,6.41125,6.55375,0,1,2,2,14,3,6.625,6.34
19002,44,27,6.69625,6.83875,0,1,2,2,14,5,6.625,6.34
13,27,44,7,9,0,1,2,2,14,5,6.625,6.34
13001,27,44,6.41125,6.55375,0,1,2,2,14,3,6.625,6.34
13002,27,44,6.69625,6.83875,0,1,2,2,14,5,6.625,6.34
10,22,18,12,19,0,1,7,2,18,5,6.215,6.215
10001,22,18,6.215,6.215,0,1,7,2,18,3,6.215,6.215
10002,22,18,6.215,6.215,0,1,7,2,18,5,6.215,6.215
2,10,18,6,15,0,1,9,2,10,2,7.66,6.7
2001,10,18,6.94,7.42,0,1,9,2,10,3,7.66,6.7
2002,10,18,7.9,8.38,0,1,9,2,10,5,7.66,6.7
5,18,10,6,15,0,1,9,2,10,2,6.895,6.7
5001,18,10,6.74875,6.84625,0,1,9,2,10,3,6.895,6.7
5002,18,10,6.94375,7.04125,0,1,9,2,10,5,6.895,6.7
6,18,22,12,19,0,1,7,2,18,5,6.215,6.215
6001,18,22,6.215,6.215,0,1,7,2,18,3,6.215,6.215
6002,18,22,6.215,6.215,0,1,7,2,18,5,6.215,6.215
14,29,43,8,12,0,1,4,2,16,5,5.945,5.945
14001,29,43,5.945,5.945,0,1,4,2,16,3,5.945,5.945
14002,29,43,5.945,5.945,0,1,4,2,16,5,5.945,5.945
18,43,29,8,12,0,1,4,2,16,5,5.945,5.945
18001,43,29,5.945,5.945,0,1,4,2,16,3,5.945,5.945
18002,43,29,5.945,5.945,0,1,4,2,16,5,5.945,5.945
12,27,43,12,21,0,1,9,2,23,4,14.615,11.555
12001,27,43,12.32,13.85,0,1,9,2,23,3,14.615,11.555
12002,27,43,15.38,16.91,0,1,9,2,23,5,14.615,11.555
17,43,27,12,21,0,1,9,2,23,4,14.615,11.555
17001,43,27,12.32,13.85,0,1,9,2,23,3,14.615,11.555
17002,43,27,15.38,16.91,0,1,9,2,23,5,14.615,11.555
