demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,592,637,108.533,119.467,10,0,0,-1,88
1,1885,601,121.2,132.8,10,0,0,-1,59
2,1632,1422,125.867,137.133,10,0,0,-1,87
3,1109,789,93.0667,102.933,10,0,0,-1,110
4,1468,1725,159.133,175.867,10,0,0,-1,69
5,1965,804,145.733,159.267,10,0,0,-1,86
6,998,1029,129.467,144.533,10,0,0,-1,106
7,703,1601,130.067,142.933,10,0,0,-1,70
8,567,663,141.733,156.267,10,0,0,-1,57
9,735,112,99.0,105.0,10,0,0,-1,124
