demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,5576,4591,166.733,184.267,10,0,0,-1,63
1,1547,2884,153.267,170.733,10,0,0,-1,89
2,3855,754,160.133,175.867,10,0,0,-1,111
3,5381,5858,66.6667,72.3333,10,0,0,-1,175
4,370,1021,138.8,152.2,10,0,0,-1,97
5,2812,2045,127.467,143.533,10,0,0,-1,101
6,3795,4129,114.733,127.267,10,0,0,-1,98
7,2227,5267,131.4,144.6,10,0,0,-1,91
8,2141,2558,143.333,156.667,10,0,0,-1,46
9,5728,4340,119.2,131.8,10,0,0,-1,130
