demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,4843,4522,0,95.0,0,1,1,2,84,-1,142,38,1,35231,1,8644
1,5749,1979,0,92.5,0,1,1,2,131,-1,564,37,1,32061,1,8531
2,4868,5804,0,82.5,0,1,1,2,151,-1,189,33,1,31788,1,8394
3,2618,1422,0,105.0,0,1,1,2,86,-1,489,42,1,31882,1,7578
4,277,4247,0,142.5,0,1,1,2,79,-1,465,57,1,31627,1,7858
5,2067,2947,0,90.0,0,1,1,2,93,-1,475,36,1,31339,1,7386
6,3919,5354,0,105.0,0,1,1,2,54,-1,348,42,1,31632,1,7532
7,5876,5974,0,97.5,0,1,1,2,129,-1,405,39,1,32150,1,7649
8,5911,4838,0,110.0,0,1,1,2,69,-1,244,44,1,31776,1,8358
9,2563,2381,0,77.5,0,1,1,2,63,-1,254,31,1,31325,1,7364
10,1346,4915,0,115.0,0,1,1,2,113,-1,639,46,1,31513,1,7365
11,328,4580,0,100.0,0,1,1,2,119,-1,298,40,1,31469,1,7998
12,270,5433,0,125.0,0,1,1,2,88,-1,399,50,1,31768,1,7759
13,141,4119,0,77.5,0,1,1,2,153,-1,485,31,1,31994,1,7802
14,244,5389,0,132.5,0,1,1,2,106,-1,267,53,1,32689,1,7724
15,59,5087,0,92.5,0,1,1,2,114,-1,433,37,1,31547,1,7570
16,3912,160,0,112.5,0,1,1,2,124,-1,631,45,1,31403,1,7534
17,1419,3132,0,102.5,0,1,1,2,76,-1,509,41,1,31342,1,7433
18,5965,4389,0,122.5,0,1,1,2,97,-1,180,49,1,32324,1,7471
19,4555,242,0,80.0,0,1,1,2,200,-1,388,32,1,31571,1,8453
20,2636,622,0,62.5,0,1,1,2,102,-1,286,25,1,33086,1,7624
21,3189,907,0,107.5,0,1,1,2,96,-1,413,43,1,32661,1,7867
22,328,3417,0,115.0,0,1,1,2,122,-1,347,46,1,32852,1,7826
23,881,592,0,97.5,0,1,1,2,141,-1,487,39,1,32024,1,8170
24,2607,3797,0,115.0,0,1,1,2,105,-1,221,46,1,31673,1,7463
25,2973,3954,0,132.5,0,1,1,2,97,-1,299,53,1,31416,1,8229
26,3064,3654,0,125.0,0,1,1,2,84,-1,353,50,1,32151,1,7307
27,2534,3334,0,107.5,0,1,1,2,83,-1,365,43,1,32211,1,7382
28,3439,3028,0,97.5,0,1,1,2,190,-1,408,39,1,31827,1,7540
29,1453,4035,0,107.5,0,1,1,2,115,-1,512,43,1,32087,1,7560
