demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,951,1309,0,167.5,0,1,1,2,99,-1,182,67,1,7584,1,2904
1,1007,457,0,167.5,0,1,1,2,144,-1,410,67,1,8066,1,2918
2,2852,3358,0,165.0,0,1,1,2,134,-1,453,66,1,7617,1,2940
3,1947,2025,0,222.5,0,1,1,2,76,-1,527,89,1,7473,1,2787
4,3898,3490,0,135.0,0,1,1,2,152,-1,516,54,1,7496,1,2809
5,2256,525,0,192.5,0,1,1,2,87,-1,524,77,1,7506,1,2913
6,1542,3283,0,132.5,0,1,1,2,104,-1,335,53,1,7612,1,2854
7,2746,3342,0,110.0,0,1,1,2,207,-1,144,44,1,7328,1,2772
8,2343,2736,0,217.5,0,1,1,2,119,-1,348,87,1,7722,1,2923
9,971,1425,0,150.0,0,1,1,2,98,-1,224,60,1,7640,1,2798
10,2166,1066,0,190.0,0,1,1,2,106,-1,332,76,1,7634,1,2920
11,3357,3044,0,197.5,0,1,1,2,59,-1,377,79,1,7583,1,2828
12,2724,1729,0,125.0,0,1,1,2,132,-1,265,50,1,7535,1,2898
13,2808,1251,0,112.5,0,1,1,2,113,-1,273,45,1,7411,1,3055
14,1795,3815,0,117.5,0,1,1,2,173,-1,483,47,1,7547,1,2816
15,1708,1000,0,82.5,0,1,1,2,118,-1,176,33,1,8157,1,3017
16,3525,3655,0,157.5,0,1,1,2,161,-1,184,63,1,7518,1,3026
17,3025,3424,0,145.0,0,1,1,2,98,-1,159,58,1,7459,1,2818
18,3497,1633,0,240.0,0,1,1,2,74,-1,426,96,1,7770,1,2765
19,301,1039,0,132.5,0,1,1,2,157,-1,481,53,1,7458,1,2921
20,1269,3114,0,150.0,0,1,1,2,116,-1,309,60,1,7462,1,3097
21,478,15,0,180.0,0,1,1,2,117,-1,447,72,1,7656,1,2838
22,2456,2821,0,137.5,0,1,1,2,113,-1,553,55,1,7679,1,2965
