demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,3389,6096,158.133,174.867,10,0,0,-1,63
1,5042,5446,138.933,151.067,10,0,0,-1,131
2,1683,4228,66.1333,70.8667,10,0,0,-1,193
3,4101,7357,144.6,159.4,10,0,0,-1,111
4,3248,6925,163.267,180.733,10,0,0,-1,74
5,4175,4463,61.4667,63.5333,10,0,0,-1,189
6,2607,5497,74.8667,79.1333,10,0,0,-1,160
7,5273,3503,141.867,157.133,10,0,0,-1,58
8,6914,7403,164.267,181.733,10,0,0,-1,71
9,5996,5009,139.667,152.333,10,0,0,-1,101
