demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
0,7864,4105,51.4,62.6,0,1,1.4,2,0,64,50
0,7864,4105,65.4,128,0,1,1.4,2,0,64,50
0,7371,1681,112,736,0,1,78,2,0,814,34
0,7371,1681,892,1628,0,1,78,2,0,814,34
0,5437,3810,102.3,496.7,0,1,49.3,2,0,546,53
0,5437,3810,595.3,1092,0,1,49.3,2,0,546,53
0,1290,1700,65.5,317.5,0,1,31.5,2,0,349,34
0,1290,1700,380.5,698,0,1,31.5,2,0,349,34
0,1046,351,73.2,370.8,0,1,37.2,2,0,408,36
0,1046,351,445.2,816,0,1,37.2,2,0,408,36
0,6440,2967,60.9,172.1,0,1,13.9,2,0,186,47
0,6440,2967,199.9,372,0,1,13.9,2,0,186,47
0,3294,7665,75,203,0,1,16,2,0,219,59
0,3294,7665,235,438,0,1,16,2,0,219,59
0,4255,1354,94.6,539.4,0,1,55.6,2,0,595,39
0,4255,1354,650.6,1190,0,1,55.6,2,0,595,39
0,3891,7567,61.2,286.8,0,1,28.2,2,0,315,33
0,3891,7567,343.2,630,0,1,28.2,2,0,315,33
0,3804,1389,81.6,446.4,0,1,45.6,2,0,492,36
0,3804,1389,537.6,984,0,1,45.6,2,0,492,36
0,907,2269,73.8,320.2,0,1,30.8,2,0,351,43
0,907,2269,381.8,702,0,1,30.8,2,0,351,43
0,5896,3314,64.1,248.9,0,1,23.1,2,0,272,41
0,5896,3314,295.1,544,0,1,23.1,2,0,272,41
0,7664,4737,72.8,255.2,0,1,22.8,2,0,278,50
0,7664,4737,300.8,556,0,1,22.8,2,0,278,50
0,1433,2903,69.1,397.9,0,1,41.1,2,0,439,28
0,1433,2903,480.1,878,0,1,41.1,2,0,439,28
0,5684,912,59.3,237.7,0,1,22.3,2,0,260,37
0,5684,912,282.3,520,0,1,22.3,2,0,260,37
0,3678,5548,76.5,376.5,0,1,37.5,2,0,414,39
0,3678,5548,451.5,828,0,1,37.5,2,0,414,39
0,1369,3049,59,259,0,1,25,2,0,284,34
0,1369,3049,309,568,0,1,25,2,0,284,34
0,3581,6807,94.4,481.6,0,1,48.4,2,0,530,46
0,3581,6807,578.4,1060,0,1,48.4,2,0,530,46
0,3211,4871,61.5,289.5,0,1,28.5,2,0,318,33
0,3211,4871,346.5,636,0,1,28.5,2,0,318,33
0,4859,4258,59,323,0,1,33,2,0,356,26
0,4859,4258,389,712,0,1,33,2,0,356,26
0,1574,3299,68,348,0,1,35,2,0,383,33
0,1574,3299,418,766,0,1,35,2,0,383,33
0,7225,4869,99.1,379.9,0,1,35.1,2,0,415,64
0,7225,4869,450.1,830,0,1,35.1,2,0,415,64
0,7316,3480,75.4,326.6,0,1,31.4,2,0,358,44
0,7316,3480,389.4,716,0,1,31.4,2,0,358,44
0,6223,3207,63.9,311.1,0,1,30.9,2,0,342,33
0,6223,3207,372.9,684,0,1,30.9,2,0,342,33
0,3047,6380,59.3,229.7,0,1,21.3,2,0,251,38
0,3047,6380,272.3,502,0,1,21.3,2,0,251,38
0,4597,306,62.6,307.4,0,1,30.6,2,0,338,32
0,4597,306,368.6,676,0,1,30.6,2,0,338,32
0,649,6845,58.4,197.6,0,1,17.4,2,0,215,41
0,649,6845,232.4,430,0,1,17.4,2,0,215,41
0,7972,313,46.3,120.7,0,1,9.3,2,0,130,37
0,7972,313,139.3,260,0,1,9.3,2,0,130,37
0,7934,1405,72.5,332.5,0,1,32.5,2,0,365,40
0,7934,1405,397.5,730,0,1,32.5,2,0,365,40
0,7568,5618,72.2,369.8,0,1,37.2,2,0,407,35
0,7568,5618,444.2,814,0,1,37.2,2,0,407,35
