hello
demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
59,215,468,112.5,117.5,10,0,0,-1,12500,5,46,25
59001,215,468,30.25,40.75,10,0,0,-1,12500,3,46,25
59002,215,468,51.25,61.75,10,0,0,-1,12500,5,46,25
5,319,465,58.4,59.2,10,0,0,-1,19166,5,56,52
5001,319,465,53,55,10,0,0,-1,19166,3,56,52
5002,319,465,57,59,10,0,0,-1,19166,5,56,52
155,217,454,164.6,172.2,10,0,0,-1,22666,5,62,38
155001,217,454,44,56,10,0,0,-1,22666,3,62,38
155002,217,454,68,80,10,0,0,-1,22666,5,62,38
13,161,469,127,129,10,0,0,-1,68328,5,111,111
13001,161,469,111,111,10,0,0,-1,68328,3,111,111
13002,161,469,111,111,10,0,0,-1,68328,5,111,111
9,261,452,62,64,10,0,0,-1,22166,5,46,46
9001,261,452,46,46,10,0,0,-1,22166,3,46,46
9002,261,452,46,46,10,0,0,-1,22166,5,46,46
8,189,469,102,104,10,0,0,-1,37498,3,106,86
8001,189,469,91,101,10,0,0,-1,37498,3,106,86
8002,189,469,111,121,10,0,0,-1,37498,5,106,86
7,173,469,114,116,10,0,0,-1,44164,3,118,98
7001,173,469,103,113,10,0,0,-1,44164,3,118,98
7002,173,469,123,133,10,0,0,-1,44164,5,118,98
22,10,452,63,65,10,0,0,-1,28832,5,47,47
22001,10,452,47,47,10,0,0,-1,28832,3,47,47
22002,10,452,47,47,10,0,0,-1,28832,5,47,47
17,155,469,85,87,10,0,0,-1,28332,5,69,69
17001,155,469,69,69,10,0,0,-1,28332,3,69,69
17002,155,469,69,69,10,0,0,-1,28332,5,69,69
19,19,460,118.8,121.9,10,0,0,-1,47330,3,124,94
19001,19,460,101.5,116.5,10,0,0,-1,47330,3,124,94
19002,19,460,131.5,146.5,10,0,0,-1,47330,5,124,94
4,154,452,53,55,10,0,0,-1,22166,5,37,37
4001,154,452,37,37,10,0,0,-1,22166,3,37,37
4002,154,452,37,37,10,0,0,-1,22166,5,37,37
173,289,454,160.9,168.3,10,0,0,-1,18500,5,64,37
173001,289,454,43.75,57.25,10,0,0,-1,18500,3,64,37
