hello
demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
40,1134,2041,185.6,195.2,10,1,0,0,26166,5,56,48
40001,1134,2041,50,54,10,1,0,0,26166,3,56,48
40002,1134,2041,58,62,10,1,0,0,26166,5,56,48
149,892,2080,171.1,179.7,10,1,0,0,18500,5,58,43
149001,892,2080,46.75,54.25,10,1,0,0,18500,3,58,43
149002,892,2080,61.75,69.25,10,1,0,0,18500,5,58,43
86,1065,2036,181.3,189.1,10,1,0,0,16500,5,76,39
86001,1065,2036,48.25,66.75,10,1,0,0,16500,3,76,39
86002,1065,2036,85.25,103.75,10,1,0,0,16500,5,76,39
85,1915,2009,205.7,215.9,10,1,0,0,29666,5,68,51
85001,1915,2009,55.25,63.75,10,1,0,0,29666,3,68,51
85002,1915,2009,72.25,80.75,10,1,0,0,29666,5,68,51
105,1316,2027,199.7,209.9,10,1,0,0,28166,5,51,51
105001,1316,2027,51,51,10,1,0,0,28166,3,51,51
105002,1316,2027,51,51,10,1,0,0,28166,5,51,51
94,1117,1999,237.7,249.9,10,1,0,0,22000,5,63,61
94001,1117,1999,61.5,62.5,10,1,0,0,22000,3,63,61
94002,1117,1999,63.5,64.5,10,1,0,0,22000,5,63,61
125,1276,2032,205.4,215.8,10,1,0,0,28666,5,74,52
125001,1276,2032,57.5,68.5,10,1,0,0,28666,3,74,52
125002,1276,2032,79.5,90.5,10,1,0,0,28666,5,74,52
55,1180,2049,251.2,264.4,10,1,0,0,28666,5,73,66
55001,1180,2049,67.75,71.25,10,1,0,0,28666,3,73,66
55002,1180,2049,74.75,78.25,10,1,0,0,28666,5,73,66
145,1428,2081,232.3,244.1,10,1,0,0,39498,5,65,59
145001,1428,2081,60.5,63.5,10,1,0,0,39498,3,65,59
145002,1428,2081,66.5,69.5,10,1,0,0,39498,5,65,59
139,266,2075,298.6,314.2,10,1,0,0,60830,5,88,78
139001,266,2075,80.5,85.5,10,1,0,0,60830,3,88,78
139002,266,2075,90.5,95.5,10,1,0,0,60830,5,88,78
148,1155,2077,221.2,232.4,10,1,0,0,28666,5,70,56
148001,1155,2077,59.5,66.5,10,1,0,0,28666,3,70,56
148002,1155,2077,73.5,80.5,10,1,0,0,28666,5,70,56
136,1128,2079,246.8,259.6,10,1,0,0,31666,5,74,64
136001,1128,2079,66.5,71.5,10,1,0,0,31666,3,74,64
136002,1128,2079,76.5,81.5,10,1,0,0,31666,5,74,64
75,1898,2067,246.5,259.5,10,1,0,0,25000,5,71,65
75001,1898,2067,66.5,69.5,10,1,0,0,25000,3,71,65
75002,1898,2067,72.5,75.5,10,1,0,0,25000,5,71,65
39,1077,2017,237.9,249.3,10,1,0,0,39332,5,84,57
39001,1077,2017,63.75,77.25,10,1,0,0,39332,3,84,57
39002,1077,2017,90.75,104.25,10,1,0,0,39332,5,84,57
106,787,2008,253.1,265.7,10,1,0,0,54164,5,78,63
