demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,3627,1305,342.6,356.4,10,0,0,-1,66.0
1,3192,3236,349.067,362.933,10,0,0,-1,67.0
2,701,3206,332.267,345.733,10,0,0,-1,51.0
3,901,3281,412.867,430.133,10,0,0,-1,55.0
4,2999,2575,366.933,382.067,10,0,0,-1,48.0
5,3306,3298,405.933,423.067,10,0,0,-1,65.0
6,3200,2732,285.333,296.667,10,0,0,-1,62.0
7,972,2676,338.067,351.933,10,0,0,-1,46.0
8,1105,3340,80.6667,82.3333,10,0,0,-1,196.0
9,61,653,380.533,395.467,10,0,0,-1,75.0
10,3602,1455,313.867,327.133,10,0,0,-1,57.0
11,1741,2739,221.533,229.467,10,0,0,-1,86.0
12,3861,2960,385.133,400.867,10,0,0,-1,60.0
13,2514,2590,374.467,389.533,10,0,0,-1,46.0
14,3879,1869,96.9333,100.067,10,0,0,-1,119.0
15,2223,321,147.467,152.533,10,0,0,-1,120.0
16,1087,2473,246.267,255.733,10,0,0,-1,63.0
17,799,1062,412.4,429.6,10,0,0,-1,52.0
18,1271,2502,361.133,375.867,10,0,0,-1,49.0
19,1478,2601,387.067,402.933,10,0,0,-1,45.0
20,1218,455,424.4,441.6,10,0,0,-1,42.0
21,705,2120,246.733,256.267,10,0,0,-1,80.0
22,2631,3926,420.267,437.733,10,0,0,-1,60.0
23,3915,1222,241.4,250.6,10,0,0,-1,58.0
24,87,3518,419.467,436.533,10,0,0,-1,58.0
25,2123,1971,391.267,407.733,10,0,0,-1,63.0
26,536,2795,270.867,281.133,10,0,0,-1,53.0
27,859,2150,242.8,252.2,10,0,0,-1,62.0
28,1264,1916,312.6,325.4,10,0,0,-1,52.0
29,1342,743,384.067,399.933,10,0,0,-1,64.0
30,3981,2480,155.933,161.067,10,0,0,-1,71.0
31,263,3632,421.667,439.333,10,0,0,-1,62.0
32,1719,1100,390.6,406.4,10,0,0,-1,75.0
33,3242,1477,295.267,306.733,10,0,0,-1,56.0
34,1464,2860,271.667,282.333,10,0,0,-1,61.0
35,3285,302,270.933,282.067,10,0,0,-1,56.0
36,2917,3044,402.8,419.2,10,0,0,-1,61.0
37,36,704,224.267,232.733,10,0,0,-1,67.0
38,2644,3186,305.2,317.8,10,0,0,-1,73.0
39,2526,2959,233.333,241.667,10,0,0,-1,69.0
40,1195,3264,318.133,330.867,10,0,0,-1,61.0
41,129,988,346.467,360.533,10,0,0,-1,41.0
42,3660,1698,438.067,455.933,10,0,0,-1,66.0
43,2445,2975,271.867,282.133,10,0,0,-1,64.0
44,2101,1456,373.867,389.133,10,0,0,-1,66.0
45,3380,2041,302.467,314.533,10,0,0,-1,56.0
46,3211,495,416.067,433.933,10,0,0,-1,55.0
47,906,1322,276.933,288.067,10,0,0,-1,62.0
48,1191,1639,110.267,113.733,10,0,0,-1,72.0
