demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
0,1891,1882,91.1,275.9,0,1,23.1,2,0,299,68
0,1891,1882,322.1,598,0,1,23.1,2,0,299,68
0,1537,22,146.7,504.3,0,1,44.7,2,0,549,102
0,1537,22,593.7,1098,0,1,44.7,2,0,549,102
0,392,1849,137,137,0,1,0,2,0,137,137
0,392,1849,137,274,0,1,0,2,0,137,137
0,868,1655,202.3,428.7,0,1,28.3,2,0,457,174
0,868,1655,485.3,914,0,1,28.3,2,0,457,174
0,489,1518,155.4,326.6,0,1,21.4,2,0,348,134
0,489,1518,369.4,696,0,1,21.4,2,0,348,134
0,1431,1562,70,70,0,1,0,2,0,70,70
0,1431,1562,70,140,0,1,0,2,0,70,70
0,1724,1695,167.6,332.4,0,1,20.6,2,0,353,147
0,1724,1695,373.6,706,0,1,20.6,2,0,353,147
0,1517,956,114.1,322.9,0,1,26.1,2,0,349,88
0,1517,956,375.1,698,0,1,26.1,2,0,349,88
0,783,1456,149,661,0,1,64,2,0,725,85
0,783,1456,789,1450,0,1,64,2,0,725,85
0,30,78,129.7,391.3,0,1,32.7,2,0,424,97
0,30,78,456.7,848,0,1,32.7,2,0,424,97
0,747,900,101.5,209.5,0,1,13.5,2,0,223,88
0,747,900,236.5,446,0,1,13.5,2,0,223,88
0,150,33,195.1,331.9,0,1,17.1,2,0,349,178
0,150,33,366.1,698,0,1,17.1,2,0,349,178
0,1945,736,148.9,324.1,0,1,21.9,2,0,346,127
0,1945,736,367.9,692,0,1,21.9,2,0,346,127
0,744,1423,94.8,301.2,0,1,25.8,2,0,327,69
0,744,1423,352.8,654,0,1,25.8,2,0,327,69
0,621,1601,127.5,371.5,0,1,30.5,2,0,402,97
0,621,1601,432.5,804,0,1,30.5,2,0,402,97
0,469,512,86.6,435.4,0,1,43.6,2,0,479,43
0,469,512,522.6,958,0,1,43.6,2,0,479,43
0,1484,359,97.5,229.5,0,1,16.5,2,0,246,81
0,1484,359,262.5,492,0,1,16.5,2,0,246,81
0,534,228,159,375,0,1,27,2,0,402,132
0,534,228,429,804,0,1,27,2,0,402,132
0,560,1754,142.3,328.7,0,1,23.3,2,0,352,119
0,560,1754,375.3,704,0,1,23.3,2,0,352,119
0,235,1050,121.9,241.1,0,1,14.9,2,0,256,107
0,235,1050,270.9,512,0,1,14.9,2,0,256,107
0,1624,1666,148.4,495.6,0,1,43.4,2,0,539,105
0,1624,1666,582.4,1078,0,1,43.4,2,0,539,105
0,612,1348,136.2,345.8,0,1,26.2,2,0,372,110
0,612,1348,398.2,744,0,1,26.2,2,0,372,110
0,1361,481,158,422,0,1,33,2,0,455,125
0,1361,481,488,910,0,1,33,2,0,455,125
0,656,496,125,317,0,1,24,2,0,341,101
0,656,496,365,682,0,1,24,2,0,341,101
0,289,1038,160.3,210.7,0,1,6.3,2,0,217,154
0,289,1038,223.3,434,0,1,6.3,2,0,217,154
0,927,1036,138.1,322.9,0,1,23.1,2,0,346,115
0,927,1036,369.1,692,0,1,23.1,2,0,346,115
0,1939,1077,171.5,319.5,0,1,18.5,2,0,338,153
0,1939,1077,356.5,676,0,1,18.5,2,0,338,153
0,1069,236,154.3,460.7,0,1,38.3,2,0,499,116
0,1069,236,537.3,998,0,1,38.3,2,0,499,116
0,1813,165,95,111,0,1,2,2,0,113,93
0,1813,165,115,226,0,1,2,2,0,113,93
0,11,434,135,295,0,1,20,2,0,315,115
0,11,434,335,630,0,1,20,2,0,315,115
