demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,912,215,0,77.5,0,1,1,2,86,-1,248,31,1,2111,1,590
1,504,490,0,75.0,0,1,1,2,74,-1,199,30,1,1733,1,573
2,736,512,0,127.5,0,1,1,2,60,-1,269,51,1,1880,1,639
3,646,992,0,70.0,0,1,1,2,153,-1,177,28,1,1791,1,626
4,441,689,0,127.5,0,1,1,2,89,-1,592,51,1,1819,1,581
5,559,203,0,150.0,0,1,1,2,89,-1,200,60,1,1957,1,564
6,567,687,0,110.0,0,1,1,2,75,-1,184,44,1,1750,1,527
7,192,484,0,130.0,0,1,1,2,74,-1,143,52,1,1768,1,531
8,108,524,0,125.0,0,1,1,2,58,-1,497,50,1,1710,1,511
9,514,437,0,82.5,0,1,1,2,138,-1,126,33,1,1700,1,514
10,713,505,0,102.5,0,1,1,2,132,-1,512,41,1,1705,1,523
11,182,171,0,117.5,0,1,1,2,88,-1,194,47,1,1696,1,655
12,738,714,0,92.5,0,1,1,2,126,-1,313,37,1,1711,1,555
13,937,826,0,97.5,0,1,1,2,67,-1,260,39,1,1766,1,528
14,579,935,0,72.5,0,1,1,2,155,-1,463,29,1,1723,1,520
15,171,20,0,107.5,0,1,1,2,73,-1,226,43,1,1704,1,605
16,624,158,0,102.5,0,1,1,2,128,-1,444,41,1,1770,1,600
17,796,113,0,110.0,0,1,1,2,126,-1,197,44,1,1758,1,595
18,200,708,0,112.5,0,1,1,2,113,-1,565,45,1,1812,1,541
19,316,768,0,127.5,0,1,1,2,58,-1,383,51,1,1867,1,620
20,395,860,0,155.0,0,1,1,2,97,-1,258,62,1,1733,1,648
21,252,855,0,95.0,0,1,1,2,155,-1,170,38,1,1910,1,532
22,645,450,0,95.0,0,1,1,2,48,-1,489,38,1,1705,1,626
23,83,158,0,97.5,0,1,1,2,108,-1,553,39,1,1753,1,527
