demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,2936,3592,532.867,550.133,10,0,0,-1,188
1,433,516,223.667,229.333,10,0,0,-1,156
2,960,2411,442.467,456.533,10,0,0,-1,147
3,1927,3096,401.0,416.0,10,0,0,-1,157
4,615,2128,344.6,354.4,10,0,0,-1,189
5,3034,2191,336.067,346.933,10,0,0,-1,144
6,3025,2488,399.267,414.733,10,0,0,-1,177
7,929,3759,241.333,247.667,10,0,0,-1,243
8,1262,2609,397.267,410.733,10,0,0,-1,108
9,1168,2963,276.8,285.2,10,0,0,-1,185
