demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,797,815,337.533,350.467,10,0,0,-1,65
1,464,1958,436.267,452.733,10,0,0,-1,94
2,634,1519,263.333,272.667,10,0,0,-1,81
3,1330,474,369.733,383.267,10,0,0,-1,75
4,70,1968,378.0,392.0,10,0,0,-1,73
5,1674,435,263.067,271.933,10,0,0,-1,58
6,838,1217,402.533,418.467,10,0,0,-1,87
7,1927,1079,226.333,233.667,10,0,0,-1,111
8,241,1720,285.333,296.667,10,0,0,-1,79
9,1815,1863,355.133,368.867,10,0,0,-1,67
10,1204,308,274.933,283.067,10,0,0,-1,85
11,1671,1368,336.533,349.467,10,0,0,-1,59
12,61,1069,263.533,273.467,10,0,0,-1,84
13,587,6,278.8,288.2,10,0,0,-1,71
14,202,697,135.933,141.067,10,0,0,-1,153
15,708,448,293.2,303.8,10,0,0,-1,106
16,597,1453,350.467,364.533,10,0,0,-1,79
17,1766,22,406.333,422.667,10,0,0,-1,73
18,697,10,314.067,325.933,10,0,0,-1,76
19,952,1379,412.0,428.0,10,0,0,-1,72
20,492,435,262.467,271.533,10,0,0,-1,83
21,1422,1866,204.267,211.733,10,0,0,-1,109
22,1532,1627,376.067,389.933,10,0,0,-1,93
23,166,1,140.933,145.067,10,0,0,-1,141
24,1245,1796,293.4,304.6,10,0,0,-1,82
25,156,838,340.6,353.4,10,0,0,-1,94
26,1646,1991,156.867,161.133,10,0,0,-1,61
27,129,1962,323.533,336.467,10,0,0,-1,77
28,1312,1332,124.933,128.067,10,0,0,-1,211
29,558,271,439.333,455.667,10,0,0,-1,63
30,396,1506,289.667,301.333,10,0,0,-1,82
31,613,558,383.8,398.2,10,0,0,-1,91
32,1461,946,381.933,397.067,10,0,0,-1,72
33,995,1459,233.6,241.4,10,0,0,-1,98
34,372,1244,228.4,235.6,10,0,0,-1,101
35,634,52,274.4,285.6,10,0,0,-1,69
36,1780,1196,348.067,360.933,10,0,0,-1,49
37,298,1044,269.067,278.933,10,0,0,-1,105
38,1996,1086,399.333,414.667,10,0,0,-1,82
39,926,1284,203.333,209.667,10,0,0,-1,104
40,1012,1502,322.067,334.933,10,0,0,-1,86
41,1243,488,367.267,381.733,10,0,0,-1,66
42,1928,1590,477.667,495.333,10,0,0,-1,163
43,1564,259,395.6,410.4,10,0,0,-1,56
44,521,1279,304.867,316.133,10,0,0,-1,59
45,320,943,366.8,380.2,10,0,0,-1,127
46,1677,968,313.467,324.533,10,0,0,-1,84
47,331,1023,397.467,413.533,10,0,0,-1,82
48,1145,1690,280.267,290.733,10,0,0,-1,92
49,564,816,375.667,390.333,10,0,0,-1,84
