demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,1668,2673,153.467,160.533,10,0,0,-1,374.0
1,3698,734,258.6,276.4,10,0,0,-1,197.0
2,283,2939,140.133,147.867,10,0,0,-1,519.0
3,271,420,202.8,208.2,10,0,0,-1,352.0
4,1278,1648,193.0,201.0,10,0,0,-1,193.0
5,1741,1585,192.0,205.0,10,0,0,-1,213.0
6,3688,735,168.4,175.6,10,0,0,-1,301.0
7,2804,3960,154.533,162.467,10,0,0,-1,222.0
8,3700,2818,243.667,260.333,10,0,0,-1,177.0
9,1022,1945,195.733,203.267,10,0,0,-1,247.0
10,2416,3203,166.6,173.4,10,0,0,-1,240.0
11,1702,2985,200.533,216.467,10,0,0,-1,170.0
12,1046,1239,165.867,173.133,10,0,0,-1,312.0
13,2102,341,141.333,147.667,10,0,0,-1,383.0
14,1875,2150,181.4,191.6,10,0,0,-1,248.0
15,3168,3986,162.2,170.8,10,0,0,-1,266.0
16,3545,2857,165.933,177.067,10,0,0,-1,241.0
17,3387,3706,199.067,210.933,10,0,0,-1,247.0
18,304,3428,231.333,245.667,10,0,0,-1,179.0
19,2933,3311,190.867,208.133,10,0,0,-1,248.0
20,3207,2654,220.867,237.133,10,0,0,-1,258.0
21,2863,3059,144.733,151.267,10,0,0,-1,251.0
22,983,2971,199.067,213.933,10,0,0,-1,186.0
23,1298,572,217.533,234.467,10,0,0,-1,251.0
24,3522,941,155.667,161.333,10,0,0,-1,194.0
25,3749,797,207.8,220.2,10,0,0,-1,193.0
26,2345,2968,288.133,304.867,10,0,0,-1,212.0
27,1432,1288,186.933,201.067,10,0,0,-1,159.0
28,2813,753,135.333,146.667,10,0,0,-1,295.0
29,2647,1237,172.667,185.333,10,0,0,-1,206.0
30,971,3914,219.133,235.867,10,0,0,-1,147.0
31,2784,2695,115.533,122.467,10,0,0,-1,517.0
32,3988,2476,129.333,139.667,10,0,0,-1,296.0
33,3427,947,227.6,240.4,10,0,0,-1,195.0
34,3463,1423,221.4,224.6,10,0,0,-1,391.0
35,3130,2231,99.8667,107.133,10,0,0,-1,271.0
36,248,1985,209.333,226.667,10,0,0,-1,220.0
37,2944,52,218.133,232.867,10,0,0,-1,153.0
38,1972,3665,288.6,306.4,10,0,0,-1,124.0
39,2390,1218,199.267,211.733,10,0,0,-1,185.0
40,3759,1003,226.133,237.867,10,0,0,-1,216.0
41,1784,2641,174.667,184.333,10,0,0,-1,243.0
42,1300,1407,164.733,175.267,10,0,0,-1,265.0
43,1223,3109,232.533,249.467,10,0,0,-1,163.0
44,2391,2197,152.467,165.533,10,0,0,-1,384.0
45,3250,3725,206.4,218.6,10,0,0,-1,197.0
46,1998,661,211.333,228.667,10,0,0,-1,190.0
47,3903,2089,224.533,242.467,10,0,0,-1,237.0
