demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,504,490,0,252.5,0,1,1,2,99,-1,302,101,1,686,1,242
1,736,512,0,282.5,0,1,1,2,119,-1,229,113,1,674,1,244
2,441,689,0,225.0,0,1,1,2,68,-1,139,90,1,673,1,271
3,987,424,0,312.5,0,1,1,2,175,-1,362,125,1,658,1,263
4,489,42,0,287.5,0,1,1,2,82,-1,207,115,1,661,1,240
5,559,203,0,192.5,0,1,1,2,80,-1,342,77,1,653,1,229
6,567,687,0,315.0,0,1,1,2,126,-1,319,126,1,658,1,233
7,192,484,0,355.0,0,1,1,2,152,-1,458,142,1,690,1,245
8,514,437,0,290.0,0,1,1,2,118,-1,385,116,1,660,1,243
9,713,505,0,182.5,0,1,1,2,185,-1,439,73,1,653,1,259
10,357,281,0,362.5,0,1,1,2,99,-1,264,145,1,657,1,246
11,858,446,0,207.5,0,1,1,2,116,-1,803,83,1,644,1,231
12,738,714,0,200.0,0,1,1,2,90,-1,400,80,1,647,1,236
13,937,826,0,295.0,0,1,1,2,110,-1,306,118,1,659,1,233
14,579,935,0,225.0,0,1,1,2,109,-1,146,90,1,656,1,240
15,171,20,0,380.0,0,1,1,2,141,-1,336,152,1,655,1,237
16,624,158,0,407.5,0,1,1,2,192,-1,214,163,1,670,1,249
17,796,113,0,232.5,0,1,1,2,150,-1,208,93,1,646,1,272
18,200,708,0,335.0,0,1,1,2,59,-1,200,134,1,661,1,230
19,252,855,0,357.5,0,1,1,2,150,-1,473,143,1,653,1,274
20,624,354,0,190.0,0,1,1,2,162,-1,417,76,1,656,1,263
21,83,158,0,347.5,0,1,1,2,188,-1,194,139,1,639,1,262
