hello
demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
1,1,39,27,38,0,1,11,2,11,5,20.3375,20.3375
1001,1,39,20.3375,20.3375,0,1,11,2,11,3,20.3375,20.3375
1002,1,39,20.3375,20.3375,0,1,11,2,11,5,20.3375,20.3375
8,10,13,13,21,0,1,8,2,5,5,12.939,12.939
8001,10,13,12.939,12.939,0,1,8,2,5,3,12.939,12.939
8002,10,13,12.939,12.939,0,1,8,2,5,5,12.939,12.939
11,13,10,13,21,0,1,8,2,5,5,12.939,12.939
11001,13,10,12.939,12.939,0,1,8,2,5,3,12.939,12.939
11002,13,10,12.939,12.939,0,1,8,2,5,5,12.939,12.939
5,4,29,16,32,0,1,16,2,5,5,10.6705,10.6705
5001,4,29,10.6705,10.6705,0,1,16,2,5,3,10.6705,10.6705
5002,4,29,10.6705,10.6705,0,1,16,2,5,5,10.6705,10.6705
12,13,25,27,29,0,1,2,2,10,5,26.3737,26.3737
12001,13,25,26.3737,26.3737,0,1,2,2,10,3,26.3737,26.3737
12002,13,25,26.3737,26.3737,0,1,2,2,10,5,26.3737,26.3737
13,16,38,27,30,0,1,3,2,9,5,12.3525,12.3525
13001,16,38,12.3525,12.3525,0,1,3,2,9,3,12.3525,12.3525
13002,16,38,12.3525,12.3525,0,1,3,2,9,5,12.3525,12.3525
4,4,25,27,41,0,1,14,2,11,5,26.4037,26.4037
4001,4,25,26.4037,26.4037,0,1,14,2,11,3,26.4037,26.4037
4002,4,25,26.4037,26.4037,0,1,14,2,11,5,26.4037,26.4037
16,25,4,27,41,0,1,14,2,11,5,26.4037,26.4037
16001,25,4,26.4037,26.4037,0,1,14,2,11,3,26.4037,26.4037
16002,25,4,26.4037,26.4037,0,1,14,2,11,5,26.4037,26.4037
15,18,10,25,28,0,1,3,2,9,5,24.3202,24.3202
15001,18,10,24.3202,24.3202,0,1,3,2,9,3,24.3202,24.3202
15002,18,10,24.3202,24.3202,0,1,3,2,9,5,24.3202,24.3202
7,10,4,21,34,0,1,13,2,6,5,12.909,12.909
7001,10,4,12.909,12.909,0,1,13,2,6,3,12.909,12.909
7002,10,4,12.909,12.909,0,1,13,2,6,5,12.909,12.909
10,13,4,22,25,0,1,3,2,8,5,16.471,16.471
10001,13,4,16.471,16.471,0,1,3,2,8,3,16.471,16.471
10002,13,4,16.471,16.471,0,1,3,2,8,5,16.471,16.471
2,4,10,21,34,0,1,13,2,6,5,12.909,12.909
2001,4,10,12.909,12.909,0,1,13,2,6,3,12.909,12.909
2002,4,10,12.909,12.909,0,1,13,2,6,5,12.909,12.909
3,4,13,22,25,0,1,3,2,8,5,16.471,16.471
3001,4,13,16.471,16.471,0,1,3,2,8,3,16.471,16.471
3002,4,13,16.471,16.471,0,1,3,2,8,5,16.471,16.471
14,16,39,27,38,0,1,11,2,10,5,20.3205,20.3205
14001,16,39,20.3205,20.3205,0,1,11,2,10,3,20.3205,20.3205
14002,16,39,20.3205,20.3205,0,1,11,2,10,5,20.3205,20.3205
6,8,1,33,39,0,1,6,2,13,5,22.68,22.68
6001,8,1,22.68,22.68,0,1,6,2,13,3,22.68,22.68
6002,8,1,22.68,22.68,0,1,6,2,13,5,22.68,22.68
20000,1,8,33,39,0,1,6,2,13,5,22.68,22.68
20000001,1,8,22.68,22.68,0,1,6,2,13,3,22.68,22.68
20000002,1,8,22.68,22.68,0,1,6,2,13,5,22.68,22.68
17,25,10,36,42,0,1,6,2,14,2,39.3127,36.79
17001,25,10,37.4207,38.682,0,1,6,2,14,3,39.3127,36.79
17002,25,10,39.9434,41.2047,0,1,6,2,14,5,39.3127,36.79
9,10,25,36,42,0,1,6,2,14,2,39.3127,36.79
9001,10,25,37.4207,38.682,0,1,6,2,14,3,39.3127,36.79
9002,10,25,39.9434,41.2047,0,1,6,2,14,5,39.3127,36.79
