0,2021,1989,62,68,0,1,6,2,0,3,80,50
0,1994,2060,40.6,45.4,0,1,4.8,2,0,3,55,31
0,2071,2064,38,40,0,1,2,2,0,3,44,34
0,2020,2032,66.4,72.6,0,1,6.2,2,0,3,85,54
0,2034,2069,42.6,48.4,0,1,5.8,2,0,3,60,31
0,1203,2063,77,83,0,1,6,2,0,3,95,65
0,2070,2005,44.4,49.6,0,1,5.2,2,0,3,60,34
0,2064,1987,44,45,0,1,1,2,0,3,47,42
0,2066,1986,38.6,45.4,0,1,6.8,2,0,3,59,25
0,2002,1994,70,75,0,1,5,2,0,3,85,60
0,1603,2017,102.8,109.2,0,1,6.4,2,0,3,122,90
0,1994,2071,46.4,50.6,0,1,4.2,2,0,3,59,38
0,682,2070,86.4,93.6,0,1,7.2,2,0,3,108,72
0,1204,2042,72.2,77.8,0,1,5.6,2,0,3,89,61
0,2021,1989,62,68,0,1,6,2,0,3,80,50
0,2063,657,91.4,95.6,0,1,4.2,2,0,3,104,83
0,2005,1989,67.4,75.6,0,1,8.2,2,0,3,92,51
0,2071,2064,38,40,0,1,2,2,0,3,44,34
0,2025,1372,100.6,108.4,0,1,7.8,2,0,3,124,85
0,2071,2062,28.8,30.2,0,1,1.4,2,0,3,33,26
0,682,2064,91.8,97.2,0,1,5.4,2,0,3,108,81
0,1203,2048,81.8,85.2,0,1,3.4,2,0,3,92,75
0,682,2057,65.6,70.4,0,1,4.8,2,0,3,80,56
0,265,272,41.6,49.4,0,1,7.8,2,0,3,65,26
0,2062,2070,53.4,56.6,0,1,3.2,2,0,3,63,47
0,2063,2068,34,39,0,1,5,2,0,3,49,24
0,1990,2030,47,52,0,1,5,2,0,3,62,37
0,263,1993,50.2,54.8,0,1,4.6,2,0,3,64,41
0,2025,2032,79,86,0,1,7,2,0,3,100,65
0,2020,1372,88,95,0,1,7,2,0,3,109,74
