hello
demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
130,1385,2026,154.9,162.3,10,1,0,0,22166,5,55,37
130001,1385,2026,41.5,50.5,10,1,0,0,22166,3,55,37
130002,1385,2026,59.5,68.5,10,1,0,0,22166,5,55,37
179,829,2076,127.1,131.7,10,1,0,0,15500,5,50,23
179001,829,2076,29.75,43.25,10,1,0,0,15500,3,50,23
179002,829,2076,56.75,70.25,10,1,0,0,15500,5,50,23
79,1825,2022,165.3,173.1,10,1,0,0,29332,5,52,39
79001,1825,2022,42.25,48.75,10,1,0,0,29332,3,52,39
79002,1825,2022,55.25,61.75,10,1,0,0,29332,5,52,39
45,1842,2025,179.2,188.4,10,1,0,0,19166,5,55,46
45001,1842,2025,48.25,52.75,10,1,0,0,19166,3,55,46
45002,1842,2025,57.25,61.75,10,1,0,0,19166,5,55,46
188,1141,2066,174.1,182.7,10,1,0,0,29832,5,58,43
188001,1141,2066,46.75,54.25,10,1,0,0,29832,3,58,43
188002,1141,2066,61.75,69.25,10,1,0,0,29832,5,58,43
159,462,2054,177.2,186.4,10,1,0,0,29332,5,53,46
159001,462,2054,47.75,51.25,10,1,0,0,29332,3,53,46
159002,462,2054,54.75,58.25,10,1,0,0,29332,5,53,46
148,1092,2037,155.1,161.7,10,1,0,0,18500,5,66,33
148001,1092,2037,41.25,57.75,10,1,0,0,18500,3,66,33
148002,1092,2037,74.25,90.75,10,1,0,0,18500,5,66,33
136,1960,2040,161.3,169.1,10,1,0,0,16500,5,56,39
136001,1960,2040,43.25,51.75,10,1,0,0,16500,3,56,39
136002,1960,2040,60.25,68.75,10,1,0,0,16500,5,56,39
170,1574,2070,198.3,208.1,10,1,0,0,30332,5,66,49
170001,1574,2070,53.25,61.75,10,1,0,0,30332,3,66,49
170002,1574,2070,70.25,78.75,10,1,0,0,30332,5,66,49
42,460,2040,170.7,178.9,10,1,0,0,16000,5,60,41
42001,460,2040,45.75,55.25,10,1,0,0,16000,3,60,41
42002,460,2040,64.75,74.25,10,1,0,0,16000,5,60,41
176,1597,2078,206,216,10,1,0,0,30332,5,71,50
