demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,3117,2359,0,132.5,0,1,1,2,117,-1,685,53,1,34350,1,9077
1,7330,3389,0,195.0,0,1,1,2,97,-1,255,78,1,31684,1,8816
2,194,4779,0,107.5,0,1,1,2,179,-1,173,43,1,31520,1,9559
3,4639,6328,0,167.5,0,1,1,2,102,-1,578,67,1,31685,1,8541
4,6626,6969,0,127.5,0,1,1,2,195,-1,422,51,1,31215,1,9086
5,6681,2778,0,147.5,0,1,1,2,106,-1,372,59,1,31334,1,9378
6,3099,4223,0,155.0,0,1,1,2,138,-1,203,62,1,31295,1,8655
7,4597,6751,0,167.5,0,1,1,2,75,-1,311,67,1,31702,1,8420
8,6629,5343,0,142.5,0,1,1,2,158,-1,367,57,1,31363,1,8877
9,6876,3357,0,127.5,0,1,1,2,87,-1,399,51,1,31151,1,8572
10,2215,6700,0,187.5,0,1,1,2,78,-1,301,75,1,31496,1,8487
11,2041,1365,0,185.0,0,1,1,2,64,-1,450,74,1,31320,1,8630
12,408,7312,0,157.5,0,1,1,2,172,-1,226,63,1,31225,1,8510
13,6691,1596,0,137.5,0,1,1,2,151,-1,165,55,1,31354,1,8746
14,5733,3910,0,185.0,0,1,1,2,96,-1,209,74,1,31481,1,8597
15,7349,5202,0,152.5,0,1,1,2,187,-1,559,61,1,31481,1,8496
16,2621,3031,0,152.5,0,1,1,2,157,-1,525,61,1,31088,1,8620
17,591,2816,0,152.5,0,1,1,2,132,-1,465,61,1,31187,1,8990
18,4162,5230,0,137.5,0,1,1,2,145,-1,187,55,1,32247,1,8694
19,1144,7140,0,107.5,0,1,1,2,155,-1,358,43,1,31315,1,8488
20,552,7825,0,127.5,0,1,1,2,184,-1,405,51,1,31351,1,9186
21,1918,3,0,125.0,0,1,1,2,157,-1,471,50,1,31479,1,9407
22,6754,7029,0,110.0,0,1,1,2,212,-1,381,44,1,31268,1,8569
23,211,5630,0,130.0,0,1,1,2,211,-1,599,52,1,31916,1,8782
24,2386,2426,0,102.5,0,1,1,2,193,-1,615,41,1,31527,1,8771
25,682,779,0,175.0,0,1,1,2,65,-1,382,70,1,31390,1,8521
26,143,1090,0,145.0,0,1,1,2,116,-1,394,58,1,31312,1,8976
27,91,3187,0,160.0,0,1,1,2,137,-1,640,64,1,31610,1,9101
