demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,8654,303,138.6,152.4,10,0,0,-1,98
1,6558,8497,124.467,136.533,10,0,0,-1,130
2,2551,4159,122.067,135.933,10,0,0,-1,65
3,8811,1370,80.7333,87.2667,10,0,0,-1,120
4,8704,1010,79.4,86.6,10,0,0,-1,210
5,8437,5186,124.533,136.467,10,0,0,-1,96
6,9647,2205,112.733,124.267,10,0,0,-1,111
7,2051,8013,150.467,166.533,10,0,0,-1,69
8,372,3242,89.2,96.8,10,0,0,-1,140
9,4024,9071,144.533,159.467,10,0,0,-1,86
10,7554,533,119.733,131.267,10,0,0,-1,155
11,8979,5719,95.6,103.4,10,0,0,-1,149
12,5135,5153,131.667,145.333,10,0,0,-1,80
13,6954,8158,165.933,183.067,10,0,0,-1,93
14,1000,260,123.133,133.867,10,0,0,-1,138
15,6562,6132,138.2,151.8,10,0,0,-1,86
16,5321,1848,163.867,180.133,10,0,0,-1,76
17,3865,2075,145.133,160.867,10,0,0,-1,81
18,7044,4768,160.133,176.867,10,0,0,-1,75
19,9092,5181,105.667,116.333,10,0,0,-1,81
20,2113,6940,105.6,115.4,10,0,0,-1,101
21,1932,1423,172.0,190.0,10,0,0,-1,84
22,3077,482,115.333,124.667,10,0,0,-1,138
23,9667,3666,145.933,160.067,10,0,0,-1,59
24,9410,9046,133.4,146.6,10,0,0,-1,95
25,9793,75,160.333,177.667,10,0,0,-1,81
26,5744,5830,127.733,141.267,10,0,0,-1,83
27,4271,5247,159.867,177.133,10,0,0,-1,59
28,2090,3333,78.8667,84.1333,10,0,0,-1,121
29,9481,566,142.467,157.533,10,0,0,-1,92
30,395,4189,157.667,173.333,10,0,0,-1,92
31,9835,5579,155.733,172.267,10,0,0,-1,82
32,1604,9018,142.067,155.933,10,0,0,-1,108
33,6641,3859,72.2,75.8,10,0,0,-1,236
34,1569,443,131.2,144.8,10,0,0,-1,106
35,1660,631,143.2,156.8,10,0,0,-1,107
36,4621,9228,107.333,117.667,10,0,0,-1,119
37,3210,982,78.4667,84.5333,10,0,0,-1,160
38,9375,6324,155.333,169.667,10,0,0,-1,98
39,5059,7243,91.2667,99.7333,10,0,0,-1,129
40,9366,1408,92.9333,101.067,10,0,0,-1,116
41,6608,9041,115.333,124.667,10,0,0,-1,158
42,5633,8180,117.0,129.0,10,0,0,-1,113
43,5526,8603,155.933,171.067,10,0,0,-1,115
44,7870,8499,157.6,174.4,10,0,0,-1,83
45,9075,3388,100.333,108.667,10,0,0,-1,128
46,6623,1466,143.067,158.933,10,0,0,-1,65
47,4503,6034,168.4,185.6,10,0,0,-1,69
48,7328,5810,146.267,161.733,10,0,0,-1,61
49,4545,5848,136.4,150.6,10,0,0,-1,91
