demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,7059,7661,125.4,137.6,10,0,0,-1,92
1,3060,1486,149.0,166.0,10,0,0,-1,98
2,6938,1926,124.533,137.467,10,0,0,-1,57
3,7104,3983,84.0,92.0,10,0,0,-1,130
4,5705,2660,131.8,145.2,10,0,0,-1,100
5,8646,6865,147.867,161.133,10,0,0,-1,68
6,552,140,142.667,157.333,10,0,0,-1,64
7,9002,6052,132.267,146.733,10,0,0,-1,113
8,9380,5151,117.933,129.067,10,0,0,-1,46
9,9718,6185,116.4,128.6,10,0,0,-1,132
