demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,58,411,143.0,157.0,10,0,0,-1,89
1,661,226,137.067,148.933,10,0,0,-1,113
2,952,800,134.333,147.667,10,0,0,-1,142
3,133,289,121.0,132.0,10,0,0,-1,99
4,610,495,198.067,212.933,10,0,0,-1,110
5,831,265,176.6,191.4,10,0,0,-1,105
6,922,48,115.4,125.6,10,0,0,-1,94
7,290,45,166.2,179.8,10,0,0,-1,123
8,918,65,81.4667,87.5333,10,0,0,-1,187
9,216,200,159.6,175.4,10,0,0,-1,113
10,119,870,133.867,144.133,10,0,0,-1,175
11,233,201,96.4,104.6,10,0,0,-1,148
12,917,984,152.4,165.6,10,0,0,-1,92
13,985,699,92.3333,99.6667,10,0,0,-1,163
14,414,482,170.667,184.333,10,0,0,-1,103
15,700,953,156.933,169.067,10,0,0,-1,136
16,265,355,165.067,182.933,10,0,0,-1,115
17,866,613,118.467,129.533,10,0,0,-1,170
18,313,40,78.1333,81.8667,10,0,0,-1,235
19,933,328,134.267,145.733,10,0,0,-1,119
20,473,611,87.0667,96.9333,10,0,0,-1,94
21,709,658,140.133,150.867,10,0,0,-1,175
22,121,170,70.7333,76.2667,10,0,0,-1,160
23,736,905,114.867,127.133,10,0,0,-1,135
24,423,384,136.0,149.0,10,0,0,-1,64
25,823,858,182.4,196.6,10,0,0,-1,107
26,941,897,135.4,150.6,10,0,0,-1,151
27,805,391,190.067,207.933,10,0,0,-1,98
28,17,790,124.467,136.533,10,0,0,-1,110
29,424,924,195.067,211.933,10,0,0,-1,125
30,205,485,80.8667,86.1333,10,0,0,-1,207
31,492,934,181.533,195.467,10,0,0,-1,107
32,915,144,119.667,128.333,10,0,0,-1,144
33,845,29,201.933,218.067,10,0,0,-1,106
34,835,414,92.1333,100.867,10,0,0,-1,173
35,914,863,171.733,189.267,10,0,0,-1,131
36,599,439,118.267,130.733,10,0,0,-1,120
37,839,914,184.8,201.2,10,0,0,-1,134
38,316,499,155.2,169.8,10,0,0,-1,120
39,371,836,147.733,160.267,10,0,0,-1,67
40,563,645,164.667,179.333,10,0,0,-1,118
41,893,620,85.8667,90.1333,10,0,0,-1,207
42,833,489,164.333,179.667,10,0,0,-1,103
43,689,255,99.2667,105.733,10,0,0,-1,230
44,201,846,153.4,169.6,10,0,0,-1,80
45,874,696,114.0,120.0,10,0,0,-1,215
46,97,918,91.8667,96.1333,10,0,0,-1,84
47,539,524,133.133,145.867,10,0,0,-1,108
48,432,720,178.867,194.133,10,0,0,-1,104
49,823,227,161.6,171.4,10,0,0,-1,138
