demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,372,903,0,140.0,0,1,1,2,146,-1,435,56,1,3209,1,1079
1,1058,727,0,200.0,0,1,1,2,89,-1,396,80,1,2709,1,899
2,951,1309,0,157.5,0,1,1,2,111,-1,449,63,1,2746,1,1034
3,1947,25,0,150.0,0,1,1,2,91,-1,232,60,1,2530,1,819
4,1898,1490,0,112.5,0,1,1,2,91,-1,272,45,1,2526,1,946
5,256,525,0,142.5,0,1,1,2,76,-1,314,57,1,2547,1,815
6,1542,1283,0,205.0,0,1,1,2,116,-1,387,82,1,2803,1,1206
7,813,1086,0,112.5,0,1,1,2,107,-1,190,45,1,2913,1,1090
8,746,1342,0,135.0,0,1,1,2,125,-1,419,54,1,2785,1,1073
9,343,736,0,165.0,0,1,1,2,67,-1,552,66,1,2519,1,993
10,166,1066,0,120.0,0,1,1,2,76,-1,205,48,1,2578,1,878
11,724,1729,0,215.0,0,1,1,2,96,-1,345,86,1,2565,1,881
12,1947,134,0,147.5,0,1,1,2,150,-1,279,59,1,2722,1,830
13,808,1251,0,177.5,0,1,1,2,119,-1,372,71,1,2493,1,798
14,1795,1815,0,157.5,0,1,1,2,100,-1,362,63,1,2586,1,807
15,1708,1000,0,197.5,0,1,1,2,106,-1,368,79,1,2548,1,815
16,1025,1424,0,102.5,0,1,1,2,82,-1,358,41,1,2480,1,850
17,1497,1633,0,160.0,0,1,1,2,71,-1,193,64,1,2570,1,844
18,301,1039,0,137.5,0,1,1,2,122,-1,561,55,1,2678,1,829
19,1269,1114,0,70.0,0,1,1,2,192,-1,420,28,1,2348,1,828
20,478,15,0,145.0,0,1,1,2,89,-1,282,58,1,2586,1,826
21,456,821,0,137.5,0,1,1,2,159,-1,505,55,1,2642,1,859
22,599,917,0,202.5,0,1,1,2,122,-1,594,81,1,2630,1,922
23,846,1956,0,195.0,0,1,1,2,90,-1,424,78,1,2569,1,829
