demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,1374,1480,127.267,140.733,10,0,0,-1,43
1,1790,3258,77.6,84.4,10,0,0,-1,155
2,3838,139,143.867,157.133,10,0,0,-1,96
3,2081,1723,104.133,113.867,10,0,0,-1,158
4,3578,2259,159.933,177.067,10,0,0,-1,50
5,293,1014,146.133,160.867,10,0,0,-1,121
6,22,2853,77.6667,86.3333,10,0,0,-1,130
7,3368,3909,73.3333,80.6667,10,0,0,-1,146
8,3724,1749,160.133,175.867,10,0,0,-1,77
9,287,3659,146.267,162.733,10,0,0,-1,90
