demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,2390,2751,108.333,110.667,10,0,0,-1,271
1,7620,554,329.733,341.267,10,0,0,-1,67
2,1086,1586,384.0,399.0,10,0,0,-1,76
3,1561,9053,257.733,267.267,10,0,0,-1,83
4,3254,6553,343.267,356.733,10,0,0,-1,79
5,5842,561,184.4,189.6,10,0,0,-1,135
6,1380,9336,389.067,403.933,10,0,0,-1,68
7,1924,5075,242.2,250.8,10,0,0,-1,108
8,7811,4334,369.2,383.8,10,0,0,-1,70
9,3335,8480,402.733,419.267,10,0,0,-1,92
