demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,8657,6227,0,105.0,0,1,1,2,104,-1,344,42,1,42518,1,17212
1,5667,495,0,92.5,0,1,1,2,83,-1,210,37,1,37615,1,15961
2,4911,4091,0,95.0,0,1,1,2,185,-1,437,38,1,38621,1,18101
3,6480,945,0,102.5,0,1,1,2,85,-1,261,41,1,37859,1,15855
4,5221,5737,0,180.0,0,1,1,2,52,-1,238,72,1,38416,1,16234
5,5802,5023,0,102.5,0,1,1,2,86,-1,387,41,1,38765,1,16347
6,3285,5688,0,75.0,0,1,1,2,189,-1,171,30,1,38433,1,17006
7,1185,1265,0,85.0,0,1,1,2,156,-1,382,34,1,38428,1,16395
8,9560,8099,0,67.5,0,1,1,2,205,-1,532,27,1,37894,1,16318
9,7762,9051,0,107.5,0,1,1,2,73,-1,245,43,1,37830,1,16570
10,4712,5501,0,132.5,0,1,1,2,118,-1,406,53,1,38350,1,16308
11,4939,6350,0,87.5,0,1,1,2,127,-1,564,35,1,37804,1,17099
12,3690,5298,0,117.5,0,1,1,2,105,-1,461,47,1,45694,1,23658
13,1614,4677,0,102.5,0,1,1,2,54,-1,266,41,1,39067,1,16800
14,7424,813,0,102.5,0,1,1,2,143,-1,303,41,1,38450,1,18021
15,3702,6081,0,80.0,0,1,1,2,176,-1,336,32,1,39130,1,16027
16,3392,9369,0,57.5,0,1,1,2,196,-1,349,23,1,37411,1,16515
17,2928,8303,0,92.5,0,1,1,2,168,-1,372,37,1,38187,1,15971
18,3460,9408,0,115.0,0,1,1,2,129,-1,294,46,1,38298,1,16298
19,9248,5033,0,97.5,0,1,1,2,89,-1,626,39,1,38086,1,16417
20,1497,5051,0,77.5,0,1,1,2,142,-1,339,31,1,37894,1,17222
21,56,1134,0,95.0,0,1,1,2,101,-1,383,38,1,38021,1,15993
22,7091,1241,0,82.5,0,1,1,2,87,-1,489,33,1,37816,1,16455
23,2399,3003,0,85.0,0,1,1,2,127,-1,276,34,1,37784,1,16163
24,5692,6513,0,100.0,0,1,1,2,75,-1,504,40,1,39027,1,16346
25,8406,6756,0,107.5,0,1,1,2,114,-1,437,43,1,37640,1,16440
26,2015,3345,0,112.5,0,1,1,2,151,-1,440,45,1,38395,1,16333
27,3107,2057,0,95.0,0,1,1,2,196,-1,295,38,1,40221,1,15896
28,4995,4721,0,112.5,0,1,1,2,79,-1,267,45,1,37927,1,16693
29,6734,2419,0,117.5,0,1,1,2,116,-1,449,47,1,39440,1,16623
