demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,596,127,381.933,394.067,10,0,0,-1,187.0
1,233,841,375.6,387.4,10,0,0,-1,172.0
2,33,348,239.267,245.733,10,0,0,-1,128.0
3,735,554,463.267,479.733,10,0,0,-1,141.0
4,699,921,528.6,546.4,10,0,0,-1,227.0
5,398,337,356.533,368.467,10,0,0,-1,142.0
6,934,764,359.4,371.6,10,0,0,-1,163.0
7,305,883,506.0,523.0,10,0,0,-1,154.0
8,474,187,495.133,511.867,10,0,0,-1,166.0
9,84,512,317.267,328.733,10,0,0,-1,148.0
10,30,543,500.867,518.133,10,0,0,-1,207.0
11,344,37,302.6,312.4,10,0,0,-1,155.0
12,696,333,414.467,430.533,10,0,0,-1,167.0
13,813,169,173.933,177.067,10,0,0,-1,320.0
14,742,251,346.333,355.667,10,0,0,-1,157.0
15,567,13,398.533,410.467,10,0,0,-1,204.0
16,127,546,490.267,507.733,10,0,0,-1,134.0
17,995,915,237.533,243.467,10,0,0,-1,141.0
18,386,342,208.4,213.6,10,0,0,-1,230.0
19,615,426,159.267,162.733,10,0,0,-1,405.0
20,131,707,253.333,258.667,10,0,0,-1,237.0
21,51,788,402.467,413.533,10,0,0,-1,234.0
22,674,118,213.2,217.8,10,0,0,-1,220.0
23,86,326,329.0,337.0,10,0,0,-1,251.0
24,890,78,474.067,490.933,10,0,0,-1,222.0
25,772,523,395.2,404.8,10,0,0,-1,167.0
26,900,432,467.0,483.0,10,0,0,-1,133.0
27,557,101,527.4,543.6,10,0,0,-1,214.0
28,346,480,293.467,302.533,10,0,0,-1,172.0
29,757,405,335.867,348.133,10,0,0,-1,166.0
30,433,715,326.4,336.6,10,0,0,-1,150.0
31,111,590,506.133,522.867,10,0,0,-1,121.0
32,198,856,351.333,361.667,10,0,0,-1,188.0
33,332,168,370.067,381.933,10,0,0,-1,145.0
34,889,750,442.8,460.2,10,0,0,-1,125.0
35,579,349,428.6,441.4,10,0,0,-1,171.0
36,575,852,449.2,465.8,10,0,0,-1,135.0
37,896,565,437.467,451.533,10,0,0,-1,119.0
38,994,217,421.4,433.6,10,0,0,-1,140.0
39,203,561,345.4,356.6,10,0,0,-1,180.0
40,240,488,355.267,366.733,10,0,0,-1,129.0
41,29,261,284.467,294.533,10,0,0,-1,122.0
42,443,883,238.933,244.067,10,0,0,-1,259.0
43,130,772,331.533,338.467,10,0,0,-1,163.0
44,310,392,471.133,488.867,10,0,0,-1,144.0
45,346,928,326.8,336.2,10,0,0,-1,219.0
46,547,406,205.733,210.267,10,0,0,-1,232.0
47,689,865,346.0,358.0,10,0,0,-1,128.0
48,227,131,202.533,206.467,10,0,0,-1,196.0
