demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,5860,8028,196.533,209.467,10,0,0,-1,206.0
1,9035,6700,232.067,249.933,10,0,0,-1,189.0
2,8606,6329,165.333,170.667,10,0,0,-1,259.0
3,3912,2987,155.467,163.533,10,0,0,-1,189.0
4,1951,2234,220.467,236.533,10,0,0,-1,151.0
5,8614,5385,226.333,240.667,10,0,0,-1,199.0
6,1093,2702,210.667,227.333,10,0,0,-1,231.0
7,9746,2916,157.533,168.467,10,0,0,-1,259.0
8,2999,6949,228.867,244.133,10,0,0,-1,200.0
9,1668,3934,192.933,204.067,10,0,0,-1,170.0
10,9234,3235,154.933,159.067,10,0,0,-1,203.0
11,7088,2332,137.933,145.067,10,0,0,-1,285.0
12,3608,9344,231.133,248.867,10,0,0,-1,170.0
13,1983,9327,204.267,218.733,10,0,0,-1,251.0
14,9549,3522,163.6,168.4,10,0,0,-1,350.0
15,5483,7636,199.8,209.2,10,0,0,-1,232.0
16,3470,8869,211.333,226.667,10,0,0,-1,135.0
17,714,5343,209.867,225.133,10,0,0,-1,210.0
18,9283,2705,156.533,164.467,10,0,0,-1,260.0
19,2881,6430,221.133,236.867,10,0,0,-1,163.0
20,5759,5744,248.267,261.733,10,0,0,-1,265.0
21,2254,6695,142.933,145.067,10,0,0,-1,402.0
22,3362,8627,261.733,276.267,10,0,0,-1,246.0
23,7569,643,250.733,266.267,10,0,0,-1,228.0
24,9035,89,205.067,222.933,10,0,0,-1,156.0
25,483,1829,221.333,233.667,10,0,0,-1,233.0
26,414,6564,147.667,151.333,10,0,0,-1,670.0
27,6446,4728,180.667,191.333,10,0,0,-1,204.0
28,9198,6239,129.867,134.133,10,0,0,-1,224.0
29,2789,8432,126.733,138.267,10,0,0,-1,207.0
30,2844,7268,131.933,135.067,10,0,0,-1,442.0
31,4568,425,191.333,198.667,10,0,0,-1,333.0
32,6536,4661,162.6,173.4,10,0,0,-1,230.0
33,4711,7380,171.0,177.0,10,0,0,-1,372.0
34,8017,7409,199.933,213.067,10,0,0,-1,169.0
35,4217,4567,226.8,241.2,10,0,0,-1,184.0
36,9686,5185,190.4,202.6,10,0,0,-1,196.0
37,3779,468,185.933,197.067,10,0,0,-1,109.0
38,2099,6789,178.267,191.733,10,0,0,-1,268.0
39,2399,3966,211.4,227.6,10,0,0,-1,147.0
40,7504,37,195.267,208.733,10,0,0,-1,279.0
41,232,2960,224.133,240.867,10,0,0,-1,178.0
42,914,1066,137.533,140.467,10,0,0,-1,453.0
43,4295,6734,189.933,206.067,10,0,0,-1,93.0
44,8842,6099,209.0,222.0,10,0,0,-1,191.0
