demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,5693,7733,217.6,234.4,10,0,0,-1,211.0
1,4327,1062,224.6,239.4,10,0,0,-1,179.0
2,2066,3981,160.467,167.533,10,0,0,-1,358.0
3,3087,7136,212.6,229.4,10,0,0,-1,119.0
4,1736,6177,208.8,221.2,10,0,0,-1,216.0
5,1808,5876,147.6,153.4,10,0,0,-1,306.0
6,8963,5826,154.067,159.933,10,0,0,-1,400.0
7,9681,8344,190.4,201.6,10,0,0,-1,305.0
8,174,9387,170.6,185.4,10,0,0,-1,190.0
9,2326,2931,152.067,157.933,10,0,0,-1,290.0
10,6803,2192,255.067,272.933,10,0,0,-1,155.0
11,2884,4392,228.0,244.0,10,0,0,-1,154.0
12,6298,9398,201.933,217.067,10,0,0,-1,131.0
13,3246,5808,212.267,225.733,10,0,0,-1,151.0
14,6089,6661,168.8,174.2,10,0,0,-1,475.0
15,2400,4078,192.067,205.933,10,0,0,-1,173.0
16,4982,5199,182.133,196.867,10,0,0,-1,269.0
17,9567,5350,208.867,223.133,10,0,0,-1,105.0
18,9089,3634,197.133,210.867,10,0,0,-1,189.0
19,5564,4021,177.867,193.133,10,0,0,-1,182.0
20,8608,674,128.733,132.267,10,0,0,-1,357.0
21,6268,3264,168.467,179.533,10,0,0,-1,322.0
22,1223,9859,192.6,208.4,10,0,0,-1,185.0
23,2291,3325,154.2,161.8,10,0,0,-1,229.0
24,2090,1081,248.333,265.667,10,0,0,-1,228.0
25,2846,3084,127.2,132.8,10,0,0,-1,298.0
26,9463,9812,168.6,179.4,10,0,0,-1,152.0
27,153,4647,204.6,215.4,10,0,0,-1,184.0
28,4848,6766,194.267,205.733,10,0,0,-1,262.0
29,7363,8283,148.333,153.667,10,0,0,-1,311.0
30,3008,9672,153.667,164.333,10,0,0,-1,247.0
31,7220,4296,162.533,166.467,10,0,0,-1,394.0
32,6049,8065,209.267,219.733,10,0,0,-1,304.0
33,5451,8252,220.6,236.4,10,0,0,-1,186.0
34,4714,4361,167.4,175.6,10,0,0,-1,248.0
35,8265,2589,206.333,222.667,10,0,0,-1,180.0
36,3766,6333,243.8,261.2,10,0,0,-1,176.0
37,8284,5410,154.733,165.267,10,0,0,-1,234.0
38,6751,2537,193.467,208.533,10,0,0,-1,318.0
39,3354,1572,180.467,189.533,10,0,0,-1,240.0
40,8032,9208,212.133,226.867,10,0,0,-1,315.0
41,1357,5104,148.067,154.933,10,0,0,-1,329.0
42,6638,733,193.267,210.733,10,0,0,-1,226.0
43,7932,1872,221.067,232.933,10,0,0,-1,184.0
44,2554,576,193.533,208.467,10,0,0,-1,141.0
45,8472,4292,216.2,232.8,10,0,0,-1,282.0
46,2769,5423,215.133,232.867,10,0,0,-1,190.0
47,7016,4208,182.933,193.067,10,0,0,-1,211.0
